地域,地域コード,地域,昭和60／総数(人),昭和60／男(人),昭和60／女(人),昭和61／総数(人),昭和61／男(人),昭和61／女(人),昭和62／総数(人),昭和62／男(人),昭和62／女(人),昭和63／総数(人),昭和63／男(人),昭和63／女(人),昭和64／総数(人),昭和64／男(人),昭和64／女(人),平成2／総数(人),平成2／男(人),平成2／女(人),平成3／総数(人),平成3／男(人),平成3／女(人),平成4／総数(人),平成4／男(人),平成4／女(人),平成5／総数(人),平成5／男(人),平成5／女(人),平成6／総数(人),平成6／男(人),平成6／女(人),平成7／総数(人),平成7／男(人),平成7／女(人),平成8／総数(人),平成8／男(人),平成8／女(人),平成9／総数(人),平成9／男(人),平成9／女(人),平成10／総数(人),平成10／男(人),平成10／女(人),平成11／総数(人),平成11／男(人),平成11／女(人),平成12／総数(人),平成12／男(人),平成12／女(人),平成13／総数(人),平成13／男(人),平成13／女(人),平成14／総数(人),平成14／男(人),平成14／女(人),平成15／総数(人),平成15／男(人),平成15／女(人),平成16／総数(人),平成16／男(人),平成16／女(人),平成17／総数(人),平成17／男(人),平成17／女(人),平成18／総数(人),平成18／男(人),平成18／女(人),平成19／総数(人),平成19／男(人),平成19／女(人),平成20／総数(人),平成20／男(人),平成20／女(人),平成21／総数(人),平成21／男(人),平成21／女(人),平成22／総数(人),平成22／男(人),平成22／女(人),平成23／総数(人),平成23／男(人),平成23／女(人),平成24／総数(人),平成24／男(人),平成24／女(人),平成25／人口総数／総数(人),平成25／人口総数／男(人),平成25／人口総数／女(人),平成25／日本人／総数(人),平成25／日本人／男(人),平成25／日本人／女(人),平成25／外国人／総数(人),平成25／外国人／男(人),平成25／外国人／女(人),平成26／人口総数／総数(人),平成26／人口総数／男(人),平成26／人口総数／女(人),平成26／日本人／総数(人),平成26／日本人／男(人),平成26／日本人／女(人),平成26／外国人／総数(人),平成26／外国人／男(人),平成26／外国人／女(人),平成27／人口総数／総数(人),平成27／人口総数／男(人),平成27／人口総数／女(人),平成27／日本人／総数(人),平成27／日本人／男(人),平成27／日本人／女(人),平成27／外国人／総数(人),平成27／外国人／男(人),平成27／外国人／女(人),平成28／人口総数／総数(人),平成28／人口総数／男(人),平成28／人口総数／女(人),平成28／日本人／総数(人),平成28／日本人／男(人),平成28／日本人／女(人),平成28／外国人／総数(人),平成28／外国人／男(人),平成28／外国人／女(人),平成29／人口総数／総数(人),平成29／人口総数／男(人),平成29／人口総数／女(人),平成29／日本人／総数(人),平成29／日本人／男(人),平成29／日本人／女(人),平成29／外国人／総数(人),平成29／外国人／男(人),平成29／外国人／女(人),平成30／人口総数／総数(人),平成30／人口総数／男(人),平成30／人口総数／女(人),平成30／日本人／総数(人),平成30／日本人／男(人),平成30／日本人／女(人),平成30／外国人／総数(人),平成30／外国人／男(人),平成30／外国人／女(人),平成31／人口総数／総数(人),平成31／人口総数／男(人),平成31／人口総数／女(人),平成31／日本人／総数(人),平成31／日本人／男(人),平成31／日本人／女(人),平成31／外国人／総数(人),平成31／外国人／男(人),平成31／外国人／女(人),令和2／人口総数／総数(人),令和2／人口総数／男(人),令和2／人口総数／女(人),令和2／日本人／総数(人),令和2／日本人／男(人),令和2／日本人／女(人),令和2／外国人／総数(人),令和2／外国人／男(人),令和2／外国人／女(人),令和3／人口総数／総数(人),令和3／人口総数／男(人),令和3／人口総数／女(人),令和3／日本人／総数(人),令和3／日本人／男(人),令和3／日本人／女(人),令和3／外国人／総数(人),令和3／外国人／男(人),令和3／外国人／女(人),令和4／人口総数／総数(人),令和4／人口総数／男(人),令和4／人口総数／女(人),令和4／日本人／総数(人),令和4／日本人／男(人),令和4／日本人／女(人),令和4／外国人／総数(人),令和4／外国人／男(人),令和4／外国人／女(人),令和5／人口総数／総数(人),令和5／人口総数／男(人),令和5／人口総数／女(人),令和5／日本人／総数(人),令和5／日本人／男(人),令和5／日本人／女(人),令和5／外国人／総数(人),令和5／外国人／男(人),令和5／外国人／女(人),令和6／人口総数／総数(人),令和6／人口総数／男(人),令和6／人口総数／女(人),令和6／日本人／総数(人),令和6／日本人／男(人),令和6／日本人／女(人),令和6／外国人／総数(人),令和6／外国人／男(人),令和6／外国人／女(人),令和7／人口総数／総数(人),令和7／人口総数／男(人),令和7／人口総数／女(人),令和7／日本人／総数(人),令和7／日本人／男(人),令和7／日本人／女(人),令和7／外国人／総数(人),令和7／外国人／男(人),令和7／外国人／女(人),令和8／人口総数／総数(人),令和8／人口総数／男(人),令和8／人口総数／女(人),令和8／日本人／総数(人),令和8／日本人／男(人),令和8／日本人／女(人),令和8／外国人／総数(人),令和8／外国人／男(人),令和8／外国人／女(人)
4,13109,品川区,348450,173338,175112,352209,175072,177137,351219,174564,176655,345422,171603,173819,341950,169829,172121,337784,167532,170252,333335,164922,168413,329678,162886,166792,326639,161277,165362,322489,159090,163399,319355,157555,161800,316843,156340,160503,315696,155869,159827,315965,155956,160009,317028,156589,160439,317516,156766,160750,319032,157579,161453,320872,158440,162432,323919,160035,163884,327124,161516,165608,331530,163539,167991,334470,164913,169557,337774,166398,171376,342472,168490,173982,345413,169944,175469,348590,171468,177122,351350,172627,178723,353502,173563,179939,366584,179793,186791,356018,174718,181300,10566,5075,5491,368761,180839,187922,358315,175789,182526,10446,5050,5396,372077,182430,189647,361414,177226,184188,10663,5204,5459,378123,185552,192571,367103,180195,186908,11020,5357,5663,382761,187822,194939,371019,182093,188926,11742,5729,6013,387622,190122,197500,375388,184182,191206,12234,5940,6294,394700,193644,201056,381658,187238,194420,13042,6406,6636,401704,197050,204654,387804,190220,197584,13900,6830,7070,406404,199164,207240,393062,192598,200464,13342,6566,6776,403699,197634,206065,391161,191491,199670,12538,6143,6395,404196,197659,206537,390476,190872,199604,13720,6787,6933,408280,199866,208414,392795,192060,200735,15485,7806,7679,412786,202245,210541,395776,193611,202165,17010,8634,8376,415644,203897,211747,397656,194684,202972,17988,9213,8775
4,13110,目黒区,263213,128672,134541,262955,128679,134276,261257,127694,133563,256141,125100,131041,250855,122363,128492,246723,119866,126857,244136,118154,125982,241505,116208,125297,238581,114291,124290,236393,113002,123391,235668,112541,123127,236198,112304,123894,236991,112604,124387,237559,112587,124972,238124,112683,125441,239637,113397,126240,241564,114170,127394,243721,114958,128763,245753,115722,130031,246253,116071,130182,246645,116102,130543,247989,116673,131316,251358,118399,132959,252073,118479,133594,252845,118656,134189,253022,118590,134432,254185,119252,134933,255038,119684,135354,264811,124863,139948,257862,121182,136680,6949,3681,3268,267379,126048,141331,260397,122359,138038,6982,3689,3293,269689,127275,142414,262303,123354,138949,7386,3921,3465,271469,128182,143287,263694,124060,139634,7775,4122,3653,273708,129444,144264,265614,125151,140463,8094,4293,3801,276784,130927,145857,268263,126408,141855,8521,4519,4002,279342,132206,147136,270240,127370,142870,9102,4836,4266,281474,133145,148329,271801,128003,143798,9673,5142,4531,281317,132949,148368,272122,128040,144082,9195,4909,4286,278276,131291,146985,269482,126627,142855,8794,4664,4130,278635,131372,147263,268917,126200,142717,9718,5172,4546,279520,131816,147704,268972,126265,142707,10548,5551,4997,281400,132760,148640,269921,126654,143267,11479,6106,5373,282607,133398,149209,270347,126915,143432,12260,6483,5777
4,13111,大田区,661084,337320,323764,661544,337659,323885,662072,338026,324046,658006,336307,321699,652826,333250,319576,651095,331805,319290,648125,329922,318203,645406,328212,317194,642839,326498,316341,639128,324059,315069,636374,322319,314055,634834,320869,313965,636268,321174,315094,637077,321506,315571,638938,322119,316819,639372,322075,317297,640583,322704,317879,644251,324635,319616,647316,326067,321249,651081,327885,323196,654934,329780,325154,660161,332243,327918,664660,334538,330122,668423,336559,331864,671891,338222,333669,674527,339558,334969,674920,339239,335681,676359,339892,336467,696734,349039,347695,678534,340674,337860,18200,8365,9835,701416,350868,350548,682871,342266,340605,18545,8602,9943,707455,353709,353746,688102,344687,343415,19353,9022,10331,712057,355676,356381,691853,346171,345682,20204,9505,10699,717295,358052,359243,695696,347768,347928,21599,10284,11315,723341,360500,362841,700481,349625,350856,22860,10875,11985,729534,362653,366881,705335,351202,354133,24199,11451,12748,734493,364571,369922,709206,352522,356684,25287,12049,13238,733672,363630,370042,709550,352190,357360,24122,11440,12682,728703,361634,367069,705601,350661,354940,23102,10973,12129,728425,361782,366643,703391,349762,353629,25034,12020,13014,733634,364637,368997,705237,350715,354522,28397,13922,14475,740519,368378,372141,708478,352452,356026,32041,15926,16115,745048,370248,374800,710532,353077,357455,34516,17171,17345
4,13112,世田谷区,783724,391489,392235,791453,395738,395715,794639,397389,397250,787938,393749,394189,781131,389557,391574,776385,386175,390210,774122,383454,390668,771473,379776,391697,768224,376745,391479,762630,372814,389816,762007,371443,390564,764875,371928,392947,767574,372370,395204,772352,373825,398527,775350,374622,400728,779974,376534,403440,784524,378478,406046,789395,380480,408915,795328,382790,412538,799938,384585,415353,804730,386326,418404,810983,389067,421916,820920,393601,427319,825782,395728,430054,830103,397405,432698,831654,397914,433740,835819,399203,436616,840522,401107,439415,860749,410829,449920,845922,403296,442626,14827,7533,7294,867552,413485,454067,852707,405927,446780,14845,7558,7287,874332,416360,457972,858639,408335,450304,15693,8025,7668,883289,420186,463103,866406,411522,454884,16883,8664,8219,892535,424219,468316,874339,414901,459438,18196,9318,8878,900107,427184,472923,880176,416973,463203,19931,10211,9720,908907,431026,477881,887528,420205,467323,21379,10821,10558,917486,434897,482589,894452,423263,471189,23034,11634,11400,920372,436042,484330,898208,424778,473430,22164,11264,10900,916208,433723,482485,895180,422962,472218,21028,10761,10267,915439,433385,482054,892345,421445,470900,23094,11940,11154,918141,434591,483550,892604,421347,471257,25537,13244,12293,923210,436905,486305,895008,422390,472618,28202,14515,13687,928666,439436,489230,897894,423674,474220,30772,15762,15010
4,13113,渋谷区,232531,111897,120634,234172,112849,121323,230307,111176,119131,223727,107970,115757,215034,103518,111516,207822,99861,107961,200564,96016,104548,194701,92876,101825,189761,90399,99362,186620,88790,97830,184880,87920,96960,183748,87342,96406,182882,86787,96095,184009,87520,96489,185572,88135,97437,187948,89242,98706,190691,90563,100128,192099,91287,100812,193359,91811,101548,194362,92456,101906,194891,92695,102196,196029,93287,102742,197214,93785,103429,196510,93322,103188,195913,93212,102701,195911,92850,103061,196910,93095,103815,199450,94569,104881,212061,101399,110662,202616,96342,106274,9445,5057,4388,214665,103024,111641,205785,98159,107626,8880,4865,4015,217008,104197,112811,207917,99203,108714,9091,4994,4097,219898,105551,114347,210391,100391,110000,9507,5160,4347,222278,106725,115553,212453,101373,111080,9825,5352,4473,224680,107892,116788,214439,102323,112116,10241,5569,4672,226594,108768,117826,215955,102961,112994,10639,5807,4832,229671,110178,119493,218405,104063,114342,11266,6115,5151,230506,110716,119790,219929,104921,115008,10577,5795,4782,229013,110012,119001,219234,104574,114660,9779,5438,4341,229412,109921,119491,218565,103912,114653,10847,6009,4838,230609,110568,120041,218674,104063,114611,11935,6505,5430,231402,111018,120384,218691,104126,114565,12711,6892,5819,230880,110615,120265,217600,103465,114135,13280,7150,6130
4,13114,中野区,326668,162459,164209,324797,161472,163325,324063,161463,162600,319665,159068,160597,314840,156321,158519,310707,153939,156768,307133,152081,155052,304974,150805,154169,303100,149620,153480,299642,147926,151716,296713,146305,150408,294810,145287,149523,294606,145190,149416,294254,145346,148908,294325,145513,148812,294594,146012,148582,294941,146183,148758,296377,147025,149352,297189,147475,149714,297493,147891,149602,298017,148288,149729,297626,148542,149084,298229,148964,149265,299380,149942,149438,300001,150544,149457,299562,150498,149064,298571,149971,148600,298780,150191,148589,311256,156298,154958,300646,151223,149423,10610,5075,5535,313665,157717,155948,302716,152374,150342,10949,5343,5606,316625,159469,157156,304342,153310,151032,12283,6159,6124,321734,162336,159398,307862,155300,152562,13872,7036,6836,325460,164177,161283,309767,156204,153563,15693,7973,7720,328683,165938,162745,310727,156714,154013,17956,9224,8732,331658,167378,164280,312332,157471,154861,19326,9907,9419,335234,169099,166135,315139,158812,156327,20095,10287,9808,334632,168755,165877,316823,159613,157210,17809,9142,8667,332017,167199,164818,316258,159117,157141,15759,8082,7677,333593,168181,165412,315321,158654,156667,18272,9527,8745,337377,170371,167006,316164,159205,156959,21213,11166,10047,341322,172721,168601,316690,159617,157073,24632,13104,11528,343794,174085,169709,316649,159583,157066,27145,14502,12643
4,13115,杉並区,522149,258209,263940,524433,259274,265159,525606,260147,265459,522632,258277,264355,519112,256283,262829,516019,254243,261776,513505,252070,261435,513426,251259,262167,511352,249471,261881,507233,246806,260427,503892,244844,259048,501316,243458,257858,501224,243251,257973,501561,243180,258381,502000,243282,258718,503156,243728,259428,505839,245344,260495,508748,246724,262024,510796,247618,263178,512470,248150,264320,513784,248652,265132,516705,249792,266913,519229,250759,268470,523470,252755,270715,526044,254021,272023,527158,254056,273102,527133,253754,273379,527675,253651,274024,540021,259702,280319,529532,254658,274874,10489,5044,5445,542956,260924,282032,532247,255732,276515,10709,5192,5517,547165,262952,284213,535744,257287,278457,11421,5665,5756,553288,265751,287537,540490,259371,281119,12798,6380,6418,558950,268520,290430,544407,261241,283166,14543,7279,7264,564489,270862,293627,548137,262713,285424,16352,8149,8203,569132,273057,296075,551410,264296,287114,17722,8761,8961,574118,275402,298716,555542,266197,289345,18576,9205,9371,573504,275174,298330,556769,266855,289914,16735,8319,8416,569703,273272,296431,554500,265725,288775,15203,7547,7656,570786,274060,296726,553865,265485,288380,16921,8575,8346,572843,275440,297403,553665,265669,287996,19178,9771,9407,577147,277810,299337,554858,266410,288448,22289,11400,10889,582636,280413,302223,557361,267619,289742,25275,12794,12481
4,13116,豊島区,268042,133139,134903,267354,132663,134691,265177,131854,133323,261778,130376,131402,256311,127553,128758,251969,125238,126731,249430,123962,125468,245923,121987,123936,242953,120628,122325,239178,118795,120383,236009,117244,118765,234465,116639,117826,232763,115909,116854,233865,116701,117164,233887,116940,116947,234638,117294,117344,235962,118406,117556,236357,118665,117692,237097,119080,118017,236041,118682,117359,235357,118187,117170,236657,119027,117630,240275,120849,119426,242557,121959,120598,243462,122699,120763,244637,123456,121181,246029,124171,121858,248299,125122,123177,268959,135133,133826,249894,126113,123781,19065,9020,10045,271643,136544,135099,252110,127168,124942,19533,9376,10157,275507,138907,136600,253891,128114,125777,21616,10793,10823,280639,141768,138871,256099,129162,126937,24540,12606,11934,284307,143392,140915,257247,129454,127793,27060,13938,13122,287111,144713,142398,258101,129756,128345,29010,14957,14053,289508,145334,144174,259285,130092,129193,30223,15242,14981,290246,145519,144727,260574,130612,129962,29672,14907,14765,287300,143937,143363,260842,130672,130170,26458,13265,13193,283342,141957,141385,259142,129697,129445,24200,12260,11940,288704,144719,143985,259771,129842,129929,28933,14877,14056,291650,146383,145267,258918,129425,129493,32732,16958,15774,294644,147717,146927,258284,128923,129361,36360,18794,17566,296129,148214,147915,257545,128542,129003,38584,19672,18912
4,13117,北区,366831,182134,184697,364763,181138,183625,363048,180308,182740,361050,179352,181698,357284,177479,179805,352415,174718,177697,348576,172869,175707,344014,170235,173779,340512,168482,172030,336199,166267,169932,331613,163970,167643,327963,162115,165848,325200,160568,164632,322150,159007,163143,320893,158624,162269,319484,157679,161805,317127,156625,160502,316522,156456,160066,315964,156352,159612,315594,156243,159351,316211,156511,159700,316693,156916,159777,315404,156357,159047,317289,157366,159923,319186,158655,160531,318711,158485,160226,317929,158020,159909,317227,157676,159551,333132,165115,168017,318884,158539,160345,14248,6576,7672,334723,166011,168712,320165,159254,160911,14558,6757,7801,338084,167889,170195,322079,160228,161851,16005,7661,8344,341252,169613,171639,323643,160967,162676,17609,8646,8963,345149,171577,173572,325597,161778,163819,19552,9799,9753,348030,173117,174913,327076,162435,164641,20954,10682,10272,351976,174910,177066,329355,163402,165953,22621,11508,11113,353908,175771,178137,330358,163850,166508,23550,11921,11629,353158,175250,177908,330887,164071,166816,22271,11179,11092,351278,174369,176909,329808,163673,166135,21470,10696,10774,353732,175784,177948,329425,163562,165863,24307,12222,12085,357701,177688,180013,330339,163827,166512,27362,13861,13501,362089,179986,182103,330618,163971,166647,31471,16015,15456,367432,182604,184828,332136,164739,167397,35296,17865,17431
4,13118,荒川区,184949,92992,91957,183222,92066,91156,182175,91616,90559,180909,91044,89865,179514,90294,89220,177895,89375,88520,177601,89429,88172,176484,88810,87674,175295,88142,87153,174116,87487,86629,172923,86832,86091,171469,86049,85420,170587,85597,84990,169394,84838,84556,169808,84993,84815,170108,85171,84937,172265,86217,86048,173246,86716,86530,175189,87717,87472,175647,87978,87669,175726,88119,87607,177547,88964,88583,178399,89447,88952,181205,90815,90390,184207,92234,91973,186906,93626,93280,188968,94623,94345,190164,95113,95051,206457,102815,103642,191144,95699,95445,15313,7116,8197,207635,103538,104097,192076,96115,95961,15559,7423,8136,209087,104226,104861,192899,96471,96428,16188,7755,8433,211271,105415,105856,194386,97184,97202,16885,8231,8654,213113,106324,106789,195282,97608,97674,17831,8716,9115,214644,106884,107760,196080,97839,98241,18564,9045,9519,215966,107283,108683,196835,97992,98843,19131,9291,9840,217146,107710,109436,197848,98435,99413,19298,9275,10023,216535,107487,109048,198271,98686,99585,18264,8801,9463,215543,106982,108561,197973,98558,99415,17570,8424,9146,216814,107662,109152,197680,98367,99313,19134,9295,9839,219268,108991,110277,198017,98488,99529,21251,10503,10748,222278,110539,111739,198739,98921,99818,23539,11618,11921,224784,111626,113158,199208,99036,100172,25576,12590,12986
4,13119,板橋区,492782,248054,244728,496159,249609,246550,500640,252278,248362,504160,254027,250133,504756,254393,250363,503623,253616,250007,504694,254147,250547,507204,255349,251855,505115,253648,251467,502399,252035,250364,497671,249419,248252,496596,248881,247715,496257,248363,247894,496348,248217,248131,497316,248629,248687,497336,248424,248912,499422,249734,249688,502739,251200,251539,506364,253376,252988,507845,253558,254287,506993,253175,253818,508240,253749,254491,511160,255164,255996,512873,256081,256792,515791,257776,258015,518116,258894,259222,517404,258074,259330,518350,258322,260028,537375,266465,270910,521141,259388,261753,16234,7077,9157,540040,267624,272416,523326,260279,263047,16714,7345,9369,544172,269267,274905,526150,261226,264924,18022,8041,9981,550758,272267,278491,530611,263120,267491,20147,9147,11000,557309,275327,281982,534642,264801,269841,22667,10526,12141,561713,276872,284841,536994,265349,271645,24719,11523,13196,566890,278662,288228,540131,266228,273903,26759,12434,14325,571357,280363,290994,542575,266931,275644,28782,13432,15350,570213,279679,290534,542959,266816,276143,27254,12863,14391,567214,277674,289540,541551,265632,275919,25663,12042,13621,568241,278023,290218,539869,264419,275450,28372,13604,14768,572927,280059,292868,540576,264374,276202,32351,15685,16666,578914,283229,295685,541433,264790,276643,37481,18439,19042,583528,285119,298409,542368,264933,277435,41160,20186,20974
4,13120,練馬区,574885,291388,283497,583031,294614,288417,594325,300039,294286,600655,303546,297109,606501,306491,300010,609645,307637,302008,612975,309084,303891,618402,311631,306771,621140,312543,308597,622415,312575,309840,624754,313408,311346,627662,314412,313250,631140,315654,315486,635827,317822,318005,641821,320505,321316,646729,322436,324293,651618,324905,326713,657377,327636,329741,662885,330328,332557,667512,332385,335127,672251,334398,337853,674123,334898,339225,678869,337029,341840,684107,339385,344722,689187,341481,347706,692450,342512,349938,693368,342158,351210,694886,342261,352625,709262,348260,361002,696522,342647,353875,12740,5613,7127,711212,349094,362118,698354,343353,355001,12858,5741,7117,714656,350294,364362,701104,344156,356948,13552,6138,7414,719109,352000,367109,704447,345341,359106,14662,6659,8003,723711,353685,370026,707289,346119,361170,16422,7566,8856,728479,355157,373322,710239,346719,363520,18240,8438,9802,732433,356279,376154,712780,347090,365690,19653,9189,10464,739435,358946,380489,717945,349021,368924,21490,9925,11565,740099,359039,381060,719971,349575,370396,20128,9464,10664,738358,357736,380622,719529,348931,370598,18829,8805,10024,738914,357649,381265,718101,347906,370195,20813,9743,11070,741540,358739,382801,718345,347707,370638,23195,11032,12163,745927,360504,385423,719396,347772,371624,26531,12732,13799,750559,362652,387907,720897,348372,372525,29662,14280,15382
4,13121,足立区,620003,313807,306196,621025,314515,306510,622909,315615,307294,625778,317237,308541,629178,319510,309668,629991,320323,309668,629313,319918,309395,630603,320568,310035,631059,321039,310020,627888,319484,308404,624178,317274,306904,622574,316201,306373,620557,315056,305501,619732,314548,305184,619002,314112,304890,618644,313734,304910,619364,314025,305339,620015,314128,305887,621585,314956,306629,622478,315306,307172,624429,316212,308217,624365,316069,308296,624914,316217,308697,630897,319184,311713,635080,321354,313726,641888,324941,316947,644448,325954,318494,645671,326090,319581,669143,335726,333417,646861,326185,320676,22282,9541,12741,670385,336147,334238,647869,326549,321320,22516,9598,12918,674111,338193,335918,650432,327920,322512,23679,10273,13406,678623,340322,338301,653082,329042,324040,25541,11280,14261,681281,341793,339488,653864,329467,324397,27417,12326,15091,685447,343808,341639,655721,330312,325409,29726,13496,16230,688512,345291,343221,656806,330683,326123,31706,14608,17098,691298,346517,344781,657258,330699,326559,34040,15818,18222,691002,346130,344872,657396,330529,326867,33606,15601,18005,689106,344922,344184,655968,329721,326247,33138,15201,17937,690114,345515,344599,654066,328476,325590,36048,17039,19009,693223,346947,346276,653892,328006,325886,39331,18941,20390,698276,349165,349111,654280,327667,326613,43996,21498,22498,703369,351463,351906,655079,327783,327296,48290,23680,24610
4,13122,葛飾区,414959,208827,206132,414891,209153,205738,416162,209408,206754,418193,210894,207299,421052,212369,208683,422475,213252,209223,423552,213968,209584,424893,214645,210248,424466,214234,210232,423827,213789,210038,422571,212884,209687,421907,212509,209398,420902,212090,208812,420271,211741,208530,421164,212203,208961,420334,211825,208509,419616,211529,208087,421118,212120,208998,422989,213069,209920,423340,213160,210180,424640,213713,210927,426897,214729,212168,428131,215436,212695,429267,215958,213309,430173,216359,213814,431796,217348,214448,435253,218958,216295,434508,218473,216035,447170,223939,223231,433451,217861,215590,13719,6078,7641,448186,224429,223757,434220,218142,216078,13966,6287,7679,449527,224918,224609,434558,218062,216496,14969,6856,8113,452789,226721,226068,436244,218971,217273,16545,7750,8795,456893,228658,228235,438125,219728,218397,18768,8930,9838,460423,230393,230030,439693,220353,219340,20730,10040,10690,462591,231272,231319,440742,220737,220005,21849,10535,11314,464550,232087,232463,441424,220890,220534,23126,11197,11929,463691,231646,232045,441328,220751,220577,22363,10895,11468,462083,230439,231644,440453,220026,220427,21630,10413,11217,464175,231362,232813,440250,219688,220562,23925,11674,12251,467000,232534,234466,440162,219365,220797,26838,13169,13669,469916,233991,235925,440252,219110,221142,29664,14881,14783,472558,235322,237236,440017,218883,221134,32541,16439,16102
4,13123,江戸川区,510689,260199,250490,518175,264370,253805,529798,270192,259606,538841,275124,263717,547370,280074,267296,555806,284422,271384,564148,288594,275554,572950,293704,279246,577318,296027,281291,580629,297806,282823,583747,299392,284355,586850,301050,285800,592541,303885,288656,598268,306608,291660,605488,310215,295273,612106,313692,298414,616450,315880,300570,622083,318711,303372,629052,322193,306859,632526,323415,309111,637735,325956,311779,640686,327507,313179,644040,329243,314797,647186,330732,316454,649633,331797,317836,651884,332566,319318,654537,333436,321101,654030,332526,321504,675325,341651,333674,652210,331396,320814,23115,10255,12860,676116,341966,334150,652620,331560,321060,23496,10406,13090,680262,343788,336474,654968,332331,322637,25294,11457,13837,686387,346805,339582,658274,333801,324473,28113,13004,15109,691514,349342,342172,660687,334952,325735,30827,14390,16437,695366,350905,344461,661909,335096,326813,33457,15809,17648,698031,351914,346117,662321,334744,327577,35710,17170,18540,700079,352944,347135,661907,334262,327645,38172,18682,19490,696123,350932,345191,659375,332937,326438,36748,17995,18753,689739,347272,342467,654519,330167,324352,35220,17105,18115,688153,346393,341760,649707,327547,322160,38446,18846,19600,689961,347127,342834,647043,325720,321323,42918,21407,21511,693570,348893,344677,645638,324760,320878,47932,24133,23799,697414,350255,347159,644643,323564,321079,52771,26691,26080
1,13200,市部,3299545,1678779,1620766,3348841,1704326,1644515,3398317,1730331,1667986,3443016,1753816,1689200,3476579,1771764,1704815,3513779,1790386,1723393,3546414,1806760,1739654,3577677,1822556,1755121,3603748,1834672,1769076,3620949,1840604,1780345,3634040,1844021,1790019,3647690,1847442,1800248,3662487,1851947,1810540,3685048,1860690,1824358,3709849,1871672,1838177,3736208,1883205,1853003,3762984,1894333,1868651,3792262,1907701,1884561,3822699,1921081,1901618,3854036,1934255,1919781,3887161,1948239,1938922,3910232,1957837,1952395,3931755,1967128,1964627,3957693,1978675,1979018,3978689,1987178,1991511,4001781,1997396,2004385,4017752,2002743,2015009,4024146,2003672,2020474,4092197,2032029,2060168,4029607,2004436,2025171,62590,27593,34997,4099405,2033400,2066005,4036448,2005330,2031118,62957,28070,34887,4109189,2036494,2072695,4043532,2006765,2036767,65657,29729,35928,4124234,2042658,2081576,4054848,2010793,2044055,69386,31865,37521,4142500,2050226,2092274,4067867,2015433,2052434,74633,34793,39840,4156737,2055543,2101194,4076373,2017618,2058755,80364,37925,42439,4171067,2060472,2110595,4085767,2020013,2065754,85300,40459,44841,4182282,2064285,2117997,4092190,2021197,2070993,90092,43088,47004,4189577,2066099,2123478,4101271,2023742,2077529,88306,42357,45949,4191666,2065343,2126323,4105528,2024364,2081164,86138,40979,45159,4192930,2064780,2128150,4098680,2019516,2079164,94250,45264,48986,4190134,2062443,2127691,4087157,2012212,2074945,102977,50231,52746,4194221,2064005,2130216,4080259,2007566,2072693,113962,56439,57523,4204167,2068341,2135826,4078339,2005522,2072817,125828,62819,63009
4,13201,八王子市,411642,210234,201408,419514,214008,205506,425714,217193,208521,433843,221739,212104,440031,224886,215145,448700,229669,219031,456600,234090,222510,464459,238500,225959,470847,241680,229167,476986,244653,232333,484070,247893,236177,489818,250261,239557,494040,251811,242229,500650,254579,246071,507984,258127,249857,514741,261360,253381,519965,263995,255970,523404,265435,257969,526068,266452,259616,529823,268159,261664,534978,270694,264284,537561,271803,265758,540671,273207,267464,543996,274692,269304,547811,276433,271378,551901,278177,273724,554413,279335,275078,555630,279760,275870,564500,283297,281203,555517,279376,276141,8983,3921,5062,563482,282578,280904,554462,278559,275903,9020,4019,5001,562572,281988,280584,553097,277690,275407,9475,4298,5177,562795,281998,280797,552735,277399,275336,10060,4599,5461,563228,282222,281006,552115,277014,275101,11113,5208,5905,563178,282095,281083,550959,276212,274747,12219,5883,6336,562460,281506,280954,549524,275237,274287,12936,6269,6667,562480,281111,281369,549270,274730,274540,13210,6381,6829,561828,280893,280935,548691,274517,274174,13137,6376,6761,561758,280789,280969,548937,274620,274317,12821,6169,6652,562145,280886,281259,547949,273990,273959,14196,6896,7300,560692,280146,280546,545227,272505,272722,15465,7641,7824,559083,279079,280004,542333,270702,271631,16750,8377,8373,558755,278890,279865,540043,269446,270597,18712,9444,9268
