地域,地域コード,地域,昭和60／総数(人),昭和60／男(人),昭和60／女(人),昭和61／総数(人),昭和61／男(人),昭和61／女(人),昭和62／総数(人),昭和62／男(人),昭和62／女(人),昭和63／総数(人),昭和63／男(人),昭和63／女(人),昭和64／総数(人),昭和64／男(人),昭和64／女(人),平成2／総数(人),平成2／男(人),平成2／女(人),平成3／総数(人),平成3／男(人),平成3／女(人),平成4／総数(人),平成4／男(人),平成4／女(人),平成5／総数(人),平成5／男(人),平成5／女(人),平成6／総数(人),平成6／男(人),平成6／女(人),平成7／総数(人),平成7／男(人),平成7／女(人),平成8／総数(人),平成8／男(人),平成8／女(人),平成9／総数(人),平成9／男(人),平成9／女(人),平成10／総数(人),平成10／男(人),平成10／女(人),平成11／総数(人),平成11／男(人),平成11／女(人),平成12／総数(人),平成12／男(人),平成12／女(人),平成13／総数(人),平成13／男(人),平成13／女(人),平成14／総数(人),平成14／男(人),平成14／女(人),平成15／総数(人),平成15／男(人),平成15／女(人),平成16／総数(人),平成16／男(人),平成16／女(人),平成17／総数(人),平成17／男(人),平成17／女(人),平成18／総数(人),平成18／男(人),平成18／女(人),平成19／総数(人),平成19／男(人),平成19／女(人),平成20／総数(人),平成20／男(人),平成20／女(人),平成21／総数(人),平成21／男(人),平成21／女(人),平成22／総数(人),平成22／男(人),平成22／女(人),平成23／総数(人),平成23／男(人),平成23／女(人),平成24／総数(人),平成24／男(人),平成24／女(人),平成25／人口総数／総数(人),平成25／人口総数／男(人),平成25／人口総数／女(人),平成25／日本人／総数(人),平成25／日本人／男(人),平成25／日本人／女(人),平成25／外国人／総数(人),平成25／外国人／男(人),平成25／外国人／女(人),平成26／人口総数／総数(人),平成26／人口総数／男(人),平成26／人口総数／女(人),平成26／日本人／総数(人),平成26／日本人／男(人),平成26／日本人／女(人),平成26／外国人／総数(人),平成26／外国人／男(人),平成26／外国人／女(人),平成27／人口総数／総数(人),平成27／人口総数／男(人),平成27／人口総数／女(人),平成27／日本人／総数(人),平成27／日本人／男(人),平成27／日本人／女(人),平成27／外国人／総数(人),平成27／外国人／男(人),平成27／外国人／女(人),平成28／人口総数／総数(人),平成28／人口総数／男(人),平成28／人口総数／女(人),平成28／日本人／総数(人),平成28／日本人／男(人),平成28／日本人／女(人),平成28／外国人／総数(人),平成28／外国人／男(人),平成28／外国人／女(人),平成29／人口総数／総数(人),平成29／人口総数／男(人),平成29／人口総数／女(人),平成29／日本人／総数(人),平成29／日本人／男(人),平成29／日本人／女(人),平成29／外国人／総数(人),平成29／外国人／男(人),平成29／外国人／女(人),平成30／人口総数／総数(人),平成30／人口総数／男(人),平成30／人口総数／女(人),平成30／日本人／総数(人),平成30／日本人／男(人),平成30／日本人／女(人),平成30／外国人／総数(人),平成30／外国人／男(人),平成30／外国人／女(人),平成31／人口総数／総数(人),平成31／人口総数／男(人),平成31／人口総数／女(人),平成31／日本人／総数(人),平成31／日本人／男(人),平成31／日本人／女(人),平成31／外国人／総数(人),平成31／外国人／男(人),平成31／外国人／女(人),令和2／人口総数／総数(人),令和2／人口総数／男(人),令和2／人口総数／女(人),令和2／日本人／総数(人),令和2／日本人／男(人),令和2／日本人／女(人),令和2／外国人／総数(人),令和2／外国人／男(人),令和2／外国人／女(人),令和3／人口総数／総数(人),令和3／人口総数／男(人),令和3／人口総数／女(人),令和3／日本人／総数(人),令和3／日本人／男(人),令和3／日本人／女(人),令和3／外国人／総数(人),令和3／外国人／男(人),令和3／外国人／女(人),令和4／人口総数／総数(人),令和4／人口総数／男(人),令和4／人口総数／女(人),令和4／日本人／総数(人),令和4／日本人／男(人),令和4／日本人／女(人),令和4／外国人／総数(人),令和4／外国人／男(人),令和4／外国人／女(人),令和5／人口総数／総数(人),令和5／人口総数／男(人),令和5／人口総数／女(人),令和5／日本人／総数(人),令和5／日本人／男(人),令和5／日本人／女(人),令和5／外国人／総数(人),令和5／外国人／男(人),令和5／外国人／女(人),令和6／人口総数／総数(人),令和6／人口総数／男(人),令和6／人口総数／女(人),令和6／日本人／総数(人),令和6／日本人／男(人),令和6／日本人／女(人),令和6／外国人／総数(人),令和6／外国人／男(人),令和6／外国人／女(人),令和7／人口総数／総数(人),令和7／人口総数／男(人),令和7／人口総数／女(人),令和7／日本人／総数(人),令和7／日本人／男(人),令和7／日本人／女(人),令和7／外国人／総数(人),令和7／外国人／男(人),令和7／外国人／女(人),令和8／人口総数／総数(人),令和8／人口総数／男(人),令和8／人口総数／女(人),令和8／日本人／総数(人),令和8／日本人／男(人),令和8／日本人／女(人),令和8／外国人／総数(人),令和8／外国人／男(人),令和8／外国人／女(人)
4,13202,立川市,145941,72981,72960,147772,74000,73772,150019,75179,74840,151179,75811,75368,152098,76353,75745,153041,76844,76197,153273,77000,76273,154168,77530,76638,154884,77854,77030,154922,77701,77221,155832,78068,77764,157228,78642,78586,157903,78963,78940,158858,79433,79425,160181,80243,79938,162549,81449,81100,163421,81788,81633,164639,82558,82081,165410,83017,82393,166829,83600,83229,168828,84438,84390,169768,84887,84881,171325,85685,85640,172547,86300,86247,173692,86925,86767,174458,87414,87044,174920,87475,87445,175188,87596,87592,178407,88931,89476,175113,87527,87586,3294,1404,1890,178194,88810,89384,174997,87456,87541,3197,1354,1843,179090,89119,89971,175792,87699,88093,3298,1420,1878,179796,89629,90167,176233,88040,88193,3563,1589,1974,181554,90484,91070,177695,88710,88985,3859,1774,2085,182658,90946,91712,178544,89058,89486,4114,1888,2226,183822,91460,92362,179448,89448,90000,4374,2012,2362,184090,91632,92458,179492,89479,90013,4598,2153,2445,184577,91794,92783,179927,89591,90336,4650,2203,2447,185124,91887,93237,180401,89696,90705,4723,2191,2532,185483,91867,93616,180359,89488,90871,5124,2379,2745,185825,91979,93846,180361,89426,90935,5464,2553,2911,186257,92181,94076,180179,89280,90899,6078,2901,3177,187440,92741,94699,180849,89503,91346,6591,3238,3353
4,13203,武蔵野市,135223,67715,67508,136344,68319,68025,136637,68332,68305,136291,68084,68207,135758,67725,68033,135923,67475,68448,135594,67206,68388,135519,67105,68414,133916,66226,67690,133008,65564,67444,131310,64522,66788,131021,64212,66809,130308,63850,66458,130720,63969,66751,131111,64078,67033,130747,63727,67020,131345,63907,67438,131466,63882,67584,131675,63965,67710,131287,63581,67706,132179,63982,68197,133722,64797,68925,134074,64853,69221,134253,64887,69366,134422,64960,69462,134862,65093,69769,135596,65215,70381,135809,65217,70592,138868,66667,72201,136688,65596,71092,2180,1071,1109,140527,67532,72995,138250,66368,71882,2277,1164,1113,142138,68282,73856,139658,66996,72662,2480,1286,1194,143262,68760,74502,140679,67463,73216,2583,1297,1286,143964,69047,74917,141147,67643,73504,2817,1404,1413,144902,69494,75408,141864,67957,73907,3038,1537,1501,146399,70120,76279,143159,68516,74643,3240,1604,1636,146871,70341,76530,143507,68670,74837,3364,1671,1693,147643,70626,77017,144420,69042,75378,3223,1584,1639,148025,70796,77229,144942,69253,75689,3083,1543,1540,147964,70860,77104,144660,69175,75485,3304,1685,1619,147809,70765,77044,144090,68868,75222,3719,1897,1822,148034,70910,77124,143838,68767,75071,4196,2143,2053,147958,70812,77146,143631,68626,75005,4327,2186,2141
4,13204,三鷹市,161409,83342,78067,161988,83610,78378,162562,83684,78878,162646,83679,78967,162377,83492,78885,161814,82956,78858,161370,82535,78835,162179,82712,79467,162040,82381,79659,161262,81586,79676,160535,81117,79418,160100,80733,79367,160661,80800,79861,161644,81145,80499,162144,81350,80794,163809,82063,81746,164761,82343,82418,166098,82869,83229,167874,83670,84204,169187,84220,84967,170327,84640,85687,171302,85021,86281,172030,85135,86895,174785,86440,88345,175716,86819,88897,176986,87462,89524,176471,87034,89437,176785,86999,89786,180144,88547,91597,177300,87219,90081,2844,1328,1516,180194,88473,91721,177400,87150,90250,2794,1323,1471,182092,89401,92691,179134,87988,91146,2958,1413,1545,182897,89608,93289,179884,88163,91721,3013,1445,1568,185101,90703,94398,181725,89089,92636,3376,1614,1762,186375,91357,95018,182740,89583,93157,3635,1774,1861,187199,91624,95575,183386,89746,93640,3813,1878,1935,188461,92234,96227,184518,90309,94209,3943,1925,2018,190126,92946,97180,186453,91123,95330,3673,1823,1850,190590,93133,97457,187074,91368,95706,3516,1765,1751,189916,92633,97283,185939,90659,95280,3977,1974,2003,189959,92506,97453,185627,90361,95266,4332,2145,2187,190497,92634,97863,185686,90272,95414,4811,2362,2449,191083,92873,98210,185864,90275,95589,5219,2598,2621
4,13205,青梅市,107081,53811,53270,109087,54981,54106,111350,56242,55108,114825,58096,56729,117745,59653,58092,120856,61386,59470,124191,63197,60994,126261,64321,61940,129447,66022,63425,131479,66993,64486,133854,68237,65617,135138,68902,66236,136409,69441,66968,137099,69694,67405,138036,70059,67977,138839,70423,68416,138698,70303,68395,139139,70476,68663,139201,70527,68674,139104,70417,68687,139521,70616,68905,139368,70413,68955,138894,70181,68713,138650,70075,68575,138265,69775,68490,138162,69748,68414,138412,69759,68653,138154,69569,68585,138739,69589,69150,137294,69076,68218,1445,513,932,137833,69049,68784,136412,68539,67873,1421,510,911,137052,68617,68435,135598,68079,67519,1454,538,916,136750,68617,68133,135184,67981,67203,1566,636,930,135986,68258,67728,134340,67593,66747,1646,665,981,135248,67954,67294,133473,67203,66270,1775,751,1024,134086,67393,66693,132209,66567,65642,1877,826,1051,133032,66794,66238,131077,65916,65161,1955,878,1077,132145,66357,65788,130159,65484,64675,1986,873,1113,131124,65846,65278,129087,64958,64129,2037,888,1149,130274,65420,64854,128071,64442,63629,2203,978,1225,129468,65036,64432,126916,63834,63082,2552,1202,1350,129105,65013,64092,126073,63533,62540,3032,1480,1552,128569,64688,63881,125109,62983,62126,3460,1705,1755
4,13206,府中市,195412,101648,93764,197777,103136,94641,200820,105000,95820,202236,105978,96258,203050,106547,96503,204323,107157,97166,205306,107697,97609,206625,108253,98372,208857,109277,99580,209846,109799,100047,210791,109982,100809,211650,110162,101488,213552,110816,102736,215389,111504,103885,217523,112480,105043,219073,113070,106003,220699,113589,107110,224866,115777,109089,227095,116838,110257,229793,118194,111599,233178,119511,113667,237030,121239,115791,238385,121823,116562,239928,122399,117529,241930,123141,118789,244834,124892,119942,246667,125754,120913,247454,125819,121635,251858,127358,124500,247752,125659,122093,4106,1699,2407,253288,128018,125270,249178,126305,122873,4110,1713,2397,254551,128467,126084,250274,126701,123573,4277,1766,2511,256748,129681,127067,252280,127792,124488,4468,1889,2579,258000,130160,127840,253324,128173,125151,4676,1987,2689,258654,130203,128451,253714,128072,125642,4940,2131,2809,260011,130582,129429,254709,128276,126433,5302,2306,2996,260232,130731,129501,254628,128260,126368,5604,2471,3133,260255,130653,129602,254943,128217,126726,5312,2436,2876,260253,130324,129929,255147,128018,127129,5106,2306,2800,259924,130035,129889,254259,127491,126768,5665,2544,3121,260078,130030,130048,254091,127295,126796,5987,2735,3252,260998,130361,130637,254421,127256,127165,6577,3105,3472,262162,130950,131212,255240,127699,127541,6922,3251,3671
4,13207,昭島市,96160,48660,47500,96672,48943,47729,97554,49514,48040,100824,51315,49509,102719,52323,50396,103592,52803,50789,104455,53285,51170,105010,53472,51538,105617,53913,51704,106265,54197,52068,106792,54391,52401,106911,54436,52475,106537,54173,52364,106216,53931,52285,106383,53946,52437,105539,53447,52092,105856,53551,52305,106037,53695,52342,108029,54702,53327,108702,54928,53774,108746,54906,53840,109840,55380,54460,110368,55648,54720,110743,55865,54878,110574,55774,54800,111025,56013,55012,111459,56154,55305,111549,56058,55491,113166,56664,56502,111156,55777,55379,2010,887,1123,112905,56429,56476,110857,55527,55330,2048,902,1146,112727,56329,56398,110535,55343,55192,2192,986,1206,112897,56363,56534,110570,55303,55267,2327,1060,1267,112789,56222,56567,110322,55086,55236,2467,1136,1331,113244,56424,56820,110638,55222,55416,2606,1202,1404,113215,56384,56831,110527,55161,55366,2688,1223,1465,113397,56435,56962,110613,55134,55479,2784,1301,1483,113552,56417,57135,110797,55164,55633,2755,1253,1502,113829,56574,57255,111093,55341,55752,2736,1233,1503,114259,56769,57490,111346,55427,55919,2913,1342,1571,114516,56910,57606,111302,55395,55907,3214,1515,1699,115632,57486,58146,112077,55778,56299,3555,1708,1847,116049,57705,58344,112115,55794,56321,3934,1911,2023
4,13208,調布市,184253,94914,89339,187244,96645,90599,189747,97977,91770,191410,98757,92653,191811,98830,92981,191709,98678,93031,192018,98584,93434,193038,98960,94078,193647,99115,94532,192868,98370,94498,191900,97697,94203,191980,97396,94584,193153,97732,95421,194825,98522,96303,195325,98689,96636,195968,98863,97105,198623,100122,98501,199984,100802,99182,202312,101920,100392,204497,102805,101692,208170,104351,103819,209344,104633,104711,210095,104796,105299,211904,105482,106422,214865,106730,108135,216739,107565,109174,217383,107641,109742,218279,107920,110359,223163,110046,113117,219613,108386,111227,3550,1660,1890,223691,109991,113700,220157,108342,111815,3534,1649,1885,224191,110158,114033,220558,108459,112099,3633,1699,1934,226413,111062,115351,222614,109284,113330,3799,1778,2021,229886,112761,117125,225849,110835,115014,4037,1926,2111,232473,113800,118673,228125,111682,116443,4348,2118,2230,235169,114909,120260,230540,112575,117965,4629,2334,2295,237054,115566,121488,232230,113140,119090,4824,2426,2398,237815,115800,122015,233265,113525,119740,4550,2275,2275,237939,115778,122161,233554,113617,119937,4385,2161,2224,238505,116003,122502,233672,113565,120107,4833,2438,2395,238774,116031,122743,233665,113453,120212,5109,2578,2531,239348,116306,123042,233814,113491,120323,5534,2815,2719,241074,117083,123991,234857,113913,120944,6217,3170,3047
4,13209,町田市,313698,157719,155979,321056,161452,159604,328371,165590,162781,335549,168901,166648,339648,171028,168620,343787,172992,170795,347434,174785,172649,350670,176365,174305,353745,177798,175947,356829,179122,177707,357303,179114,178189,357871,179000,178871,359096,179355,179741,361682,180482,181200,364365,181694,182671,369587,184307,185280,375905,187280,188625,382206,190110,192096,389921,193787,196134,397620,197328,200292,402075,199195,202880,404541,200312,204229,408238,202224,206014,411721,203735,207986,414406,204994,209412,417358,206328,211030,419525,207106,212419,420304,207290,213014,425762,209693,216069,421015,207567,213448,4747,2126,2621,426222,209757,216465,421442,207582,213860,4780,2175,2605,426648,209832,216816,421746,207578,214168,4902,2254,2648,426937,209797,217140,421793,207415,214378,5144,2382,2762,428572,210409,218163,423067,207807,215260,5505,2602,2903,428742,210268,218474,422890,207539,215351,5852,2729,3123,428685,209971,218714,422457,207071,215386,6228,2900,3328,428821,209938,218883,421959,206682,215277,6862,3256,3606,429152,209979,219173,422062,206529,215533,7090,3450,3640,430385,210497,219888,423126,207001,216125,7259,3496,3763,430831,210535,220296,422759,206586,216173,8072,3949,4123,430380,210105,220275,421481,205752,215729,8899,4353,4546,430170,209990,220180,420255,205093,215162,9915,4897,5018,430428,210063,220365,419482,204622,214860,10946,5441,5505
4,13210,小金井市,101193,52256,48937,101731,52549,49182,102432,52964,49468,101953,52847,49106,101886,52666,49220,102464,53057,49407,102778,52906,49872,104286,53464,50822,103983,53099,50884,104085,52885,51200,104870,53044,51826,105905,53493,52412,106640,53710,52930,106910,53790,53120,106749,53721,53028,107113,53818,53295,107818,54140,53678,107728,54125,53603,108440,54359,54081,108949,54420,54529,109480,54623,54857,109452,54609,54843,109713,54747,54966,110459,55094,55365,110851,55260,55591,111465,55481,55984,113209,56443,56766,113899,56843,57056,116050,57744,58306,113954,56746,57208,2096,998,1098,117001,58040,58961,115002,57119,57883,1999,921,1078,117427,58231,59196,115389,57245,58144,2038,986,1052,117978,58439,59539,115835,57377,58458,2143,1062,1081,119359,59073,60286,116980,57894,59086,2379,1179,1200,120268,59420,60848,117751,58177,59574,2517,1243,1274,121443,59955,61488,118651,58569,60082,2792,1386,1406,122306,60338,61968,119321,58845,60476,2985,1493,1492,123828,60957,62871,121013,59561,61452,2815,1396,1419,124617,61271,63346,121930,59953,61977,2687,1318,1369,124756,61376,63380,121782,59901,61881,2974,1475,1499,124614,61291,63323,121402,59678,61724,3212,1613,1599,125174,61595,63579,121535,59773,61762,3639,1822,1817,125970,62002,63968,121835,59925,61910,4135,2077,2058
4,13211,小平市,153118,78193,74925,154347,78788,75559,155320,79247,76073,154959,79023,75936,155973,79717,76256,157446,80485,76961,159182,81186,77996,161463,82301,79162,163603,83268,80335,164264,83382,80882,165177,83684,81493,167045,84418,82627,168408,85015,83393,168714,84821,83893,171021,85769,85252,171914,86063,85851,172782,86521,86261,174333,87157,87176,175599,87803,87796,175879,87984,87895,176486,88181,88305,176773,88236,88537,177532,88574,88958,178654,89109,89545,179269,89390,89879,179717,89353,90364,179728,89289,90439,180314,89449,90865,185677,91970,93707,181771,90136,91635,3906,1834,2072,186339,92041,94298,182378,90168,92210,3961,1873,2088,186958,92231,94727,182835,90265,92570,4123,1966,2157,188609,93107,95502,184313,91007,93306,4296,2100,2196,189885,93657,96228,185324,91473,93851,4561,2184,2377,191308,94397,96911,186310,91992,94318,4998,2405,2593,193596,95312,98284,188392,92861,95531,5204,2451,2753,194869,95860,99009,189418,93259,96159,5451,2601,2850,195543,96036,99507,190452,93596,96856,5091,2440,2651,195361,95754,99607,190523,93463,97060,4838,2291,2547,196924,96432,100492,191466,93864,97602,5458,2568,2890,196913,96365,100548,191141,93601,97540,5772,2764,3008,196799,96317,100482,190474,93269,97205,6325,3048,3277,197404,96539,100865,190527,93255,97272,6877,3284,3593
4,13212,日野市,152068,78533,73535,154447,79719,74728,157067,81204,75863,158392,82073,76319,159265,82597,76668,161320,83903,77417,162020,84243,77777,162965,84794,78171,163150,84842,78308,162966,84714,78252,163061,84457,78604,162720,84279,78441,163152,84482,78670,162713,84140,78573,163227,84415,78812,163518,84567,78951,163422,84244,79178,164414,84544,79870,165707,84960,80747,168150,86079,82071,169178,86316,82862,170516,86855,83661,171695,87350,84345,172657,87846,84811,173442,88070,85372,174169,88291,85878,175253,88696,86557,175904,88953,86951,178731,90089,88642,176324,89033,87291,2407,1056,1351,179571,90474,89097,177122,89348,87774,2449,1126,1323,180975,91094,89881,178414,89888,88526,2561,1206,1355,182765,91988,90777,180046,90679,89367,2719,1309,1410,183589,92273,91316,180784,90927,89857,2805,1346,1459,184667,92763,91904,181666,91298,90368,3001,1465,1536,185393,92983,92410,182254,91455,90799,3139,1528,1611,186346,93399,92947,183003,91759,91244,3343,1640,1703,187027,93655,93372,183660,91990,91670,3367,1665,1702,187304,93665,93639,184069,92057,92012,3235,1608,1627,187254,93632,93622,183744,91884,91860,3510,1748,1762,187494,93731,93763,183715,91821,91894,3779,1910,1869,188477,94173,94304,184302,92011,92291,4175,2162,2013,189194,94526,94668,184677,92194,92483,4517,2332,2185
4,13213,東村山市,121188,60859,60329,123601,62097,61504,127127,63653,63474,127989,64195,63794,130227,65381,64846,131660,65914,65746,133104,66630,66474,134040,67105,66935,134655,67562,67093,135148,67868,67280,134992,67752,67240,134595,67459,67136,134761,67467,67294,136865,68372,68493,138641,69298,69343,140184,69988,70196,141435,70552,70883,141645,70592,71053,142106,70682,71424,143512,71262,72250,144381,71632,72749,145049,71987,73062,145645,72223,73422,146459,72652,73807,148084,73400,74684,150026,74321,75705,150801,74624,76177,150988,74614,76374,152863,75250,77613,150770,74360,76410,2093,890,1203,152088,74736,77352,150000,73826,76174,2088,910,1178,151412,74325,77087,149157,73308,75849,2255,1017,1238,150858,73955,76903,148467,72870,75597,2391,1085,1306,150739,73814,76925,148215,72645,75570,2524,1169,1355,151018,73823,77195,148254,72498,75756,2764,1325,1439,150789,73621,77168,147963,72266,75697,2826,1355,1471,151255,73751,77504,148247,72335,75912,3008,1416,1592,151575,73841,77734,148576,72390,76186,2999,1451,1548,151695,73803,77892,148687,72391,76296,3008,1412,1596,151814,73931,77883,148522,72346,76176,3292,1585,1707,151751,73834,77917,148041,72051,75990,3710,1783,1927,151795,73872,77923,147593,71828,75765,4202,2044,2158,152136,73987,78149,147473,71689,75784,4663,2298,2365
4,13214,国分寺市,93168,48006,45162,94424,48630,45794,96292,49581,46711,97341,50147,47194,97956,50546,47410,98654,50867,47787,99246,51188,48058,100122,51680,48442,101102,52161,48941,102010,52449,49561,102758,52752,50006,103267,52830,50437,103736,53006,50730,104256,53272,50984,104426,53165,51261,105381,53555,51826,108124,54681,53443,109874,55330,54544,111121,55813,55308,111408,55806,55602,112321,56309,56012,113894,57054,56840,114270,57146,57124,114936,57431,57505,115895,57872,58023,116317,58057,58260,115704,57544,58160,115354,57294,58060,118035,58532,59503,116400,57779,58621,1635,753,882,118697,58819,59878,117022,58053,58969,1675,766,909,119379,59160,60219,117648,58359,59289,1731,801,930,119940,59333,60607,118102,58451,59651,1838,882,956,120656,59640,61016,118746,58694,60052,1910,946,964,121673,60003,61670,119585,58961,60624,2088,1042,1046,123689,60901,62788,121324,59755,61569,2365,1146,1219,125170,61484,63686,122598,60239,62359,2572,1245,1327,126862,62412,64450,124295,61192,63103,2567,1220,1347,127792,62913,64879,125266,61686,63580,2526,1227,1299,128238,63041,65197,125583,61756,63827,2655,1285,1370,128762,63157,65605,125976,61803,64173,2786,1354,1432,129500,63439,66061,126265,61870,64395,3235,1569,1666,130076,63812,66264,126473,62032,64441,3603,1780,1823
4,13215,国立市,64473,32657,31816,64795,32896,31899,65176,33238,31938,64968,33083,31885,64835,33027,31808,64811,33063,31748,65234,33221,32013,65781,33509,32272,65799,33474,32325,65606,33328,32278,65719,33395,32324,65766,33357,32409,66546,33718,32828,68119,34438,33681,69204,34815,34389,70397,35379,35018,71269,35824,35445,71785,35992,35793,71942,36040,35902,72302,36033,36269,72101,35834,36267,72229,35813,36416,72348,35816,36532,72744,36137,36607,72742,36034,36708,72955,36140,36815,72970,36157,36813,73100,36297,36803,74566,36862,37704,73280,36292,36988,1286,570,716,74385,36713,37672,73114,36142,36972,1271,571,700,74558,36719,37839,73244,36122,37122,1314,597,717,74971,36765,38206,73572,36117,37455,1399,648,751,75452,36938,38514,73943,36226,37717,1509,712,797,75723,37035,38688,74139,36287,37852,1584,748,836,76038,37161,38877,74332,36350,37982,1706,811,895,76280,37250,39030,74441,36377,38064,1839,873,966,76371,37167,39204,74610,36359,38251,1761,808,953,76317,37105,39212,74660,36343,38317,1657,762,895,76168,36955,39213,74328,36102,38226,1840,853,987,75889,36793,39096,73972,35872,38100,1917,921,996,76079,36854,39225,74064,35885,38179,2015,969,1046,76460,37156,39304,74277,36069,38208,2183,1087,1096
4,13218,福生市,51457,25763,25694,52017,26063,25954,52943,26527,26416,54189,27190,26999,55892,28165,27727,57141,28852,28289,58037,29406,28631,58940,29982,28958,59396,30217,29179,59891,30485,29406,60207,30601,29606,60383,30693,29690,60272,30577,29695,60484,30637,29847,60470,30654,29816,60288,30539,29749,60324,30580,29744,60394,30655,29739,60074,30426,29648,59431,30077,29354,59473,30086,29387,59278,29966,29312,58915,29776,29139,58640,29679,28961,58483,29558,28925,58122,29331,28791,57572,28982,28590,57009,28708,28301,59124,29741,29383,56724,28601,28123,2400,1140,1260,58821,29551,29270,56288,28332,27956,2533,1219,1314,58553,29385,29168,55841,28044,27797,2712,1341,1371,58613,29445,29168,55588,27923,27665,3025,1522,1503,58554,29336,29218,55195,27671,27524,3359,1665,1694,58384,29164,29220,54722,27365,27357,3662,1799,1863,58243,29132,29111,54427,27263,27164,3816,1869,1947,57617,28785,28832,53808,26930,26878,3809,1855,1954,57024,28509,28515,53403,26728,26675,3621,1781,1840,56274,28120,28154,52892,26457,26435,3382,1663,1719,56201,28169,28032,52625,26420,26205,3576,1749,1827,56512,28369,28143,52374,26296,26078,4138,2073,2065,56582,28555,28027,51976,26109,25867,4606,2446,2160,56896,28695,28201,51796,25974,25822,5100,2721,2379
4,13219,狛江市,70744,36241,34503,72300,37106,35194,72760,37317,35443,73257,37560,35697,72981,37389,35592,72534,37029,35505,72838,37070,35768,72983,37111,35872,73038,37091,35947,73253,37156,36097,72868,36833,36035,72926,36699,36227,72816,36613,36203,72682,36494,36188,73543,36917,36626,73665,36943,36722,73741,36979,36762,74263,37250,37013,75158,37606,37552,75239,37496,37743,75644,37726,37918,76308,37910,38398,76074,37736,38338,76149,37655,38494,75995,37454,38541,76255,37501,38754,76085,37359,38726,75978,37266,38712,77109,37762,39347,76200,37355,38845,909,407,502,77923,38096,39827,76948,37652,39296,975,444,531,79096,38594,40502,78078,38110,39968,1018,484,534,80008,38981,41027,78920,38461,40459,1088,520,568,80807,39299,41508,79639,38727,40912,1168,572,596,81788,39722,42066,80506,39094,41412,1282,628,654,82481,40005,42476,81169,39357,41812,1312,648,664,83257,40386,42871,81849,39690,42159,1408,696,712,83268,40343,42925,81909,39669,42240,1359,674,685,83022,40175,42847,81720,39514,42206,1302,661,641,82749,39917,42832,81387,39229,42158,1362,688,674,82102,39623,42479,80610,38841,41769,1492,782,710,82048,39625,42423,80398,38742,41656,1650,883,767,82258,39790,42468,80336,38770,41566,1922,1020,902
4,13220,東大和市,69484,35156,34328,70030,35355,34675,71325,35979,35346,73147,36809,36338,73669,37098,36571,74338,37442,36896,75030,37880,37150,75430,38041,37389,75752,38211,37541,76197,38339,37858,76494,38472,38022,76436,38414,38022,77025,38669,38356,76642,38465,38177,76029,38137,37892,76596,38409,38187,77381,38752,38629,78615,39353,39262,79644,39829,39815,79930,40009,39921,80120,40073,40047,80077,40013,40064,80809,40385,40424,82140,41002,41138,82184,40943,41241,82605,41141,41464,83283,41431,41852,83479,41455,42024,84841,41996,42845,83830,41636,42194,1011,360,651,85297,42201,43096,84251,41819,42432,1046,382,664,86162,42595,43567,85088,42190,42898,1074,405,669,86101,42539,43562,85014,42141,42873,1087,398,689,85945,42399,43546,84855,41987,42868,1090,412,678,85718,42253,43465,84588,41823,42765,1130,430,700,85565,42208,43357,84408,41752,42656,1157,456,701,85301,42006,43295,84116,41523,42593,1185,483,702,85317,41930,43387,84116,41435,42681,1201,495,706,85285,41846,43439,84077,41356,42721,1208,490,718,84870,41673,43197,83574,41134,42440,1296,539,757,85085,41786,43299,83692,41192,42500,1393,594,799,84996,41647,43349,83529,41022,42507,1467,625,842,84989,41575,43414,83438,40914,42524,1551,661,890
4,13221,清瀬市,63814,31506,32308,64099,31603,32496,64787,31933,32854,65818,32448,33370,65865,32504,33361,66245,32750,33495,66812,33090,33722,66849,33072,33777,66838,33068,33770,67027,33068,33959,67273,33147,34126,67310,33085,34225,67201,33024,34177,67025,32975,34050,67041,32893,34148,66913,32828,34085,66875,32788,34087,67769,33246,34523,68525,33532,34993,69462,33960,35502,72135,35267,36868,72597,35445,37152,72608,35391,37217,72427,35218,37209,72423,35200,37223,72734,35401,37333,72984,35484,37500,73158,35491,37667,74063,35821,38242,73096,35424,37672,967,397,570,74216,35906,38310,73223,35485,37738,993,421,572,74374,36022,38352,73297,35560,37737,1077,462,615,74403,35998,38405,73291,35515,37776,1112,483,629,74510,35981,38529,73374,35484,37890,1136,497,639,74845,36163,38682,73629,35632,37997,1216,531,685,74737,36092,38645,73475,35555,37920,1262,537,725,74636,36023,38613,73328,35419,37909,1308,604,704,74905,36145,38760,73570,35527,38043,1335,618,717,74948,36069,38879,73640,35477,38163,1308,592,716,74702,35957,38745,73323,35334,37989,1379,623,756,74596,35904,38692,73120,35229,37891,1476,675,801,75011,36070,38941,73303,35288,38015,1708,782,926,75682,36456,39226,73748,35544,38204,1934,912,1022
