地域階層,地域コード,地域,年齢階層,年齢,総数／計(人),総数／男(人),総数／女(人),日本人／計(人),日本人／男(人),日本人／女(人),外国人／計(人),外国人／男(人),外国人／女(人)
4,13222,東久留米市,1,20～24,5418,2716,2702,5071,2550,2521,347,166,181
4,13222,東久留米市,1,25～29,5268,2562,2706,4884,2360,2524,384,202,182
4,13222,東久留米市,1,30～34,5692,2850,2842,5322,2650,2672,370,200,170
4,13222,東久留米市,1,35～39,6271,3162,3109,5939,2983,2956,332,179,153
4,13222,東久留米市,1,40～44,7223,3680,3543,6883,3519,3364,340,161,179
4,13222,東久留米市,1,45～49,7925,4083,3842,7686,3978,3708,239,105,134
4,13222,東久留米市,1,50～54,9543,4822,4721,9337,4749,4588,206,73,133
4,13222,東久留米市,1,55～59,9005,4651,4354,8795,4575,4220,210,76,134
4,13222,東久留米市,1,60～64,7898,3985,3913,7754,3934,3820,144,51,93
4,13222,東久留米市,1,65～69,6455,3151,3304,6362,3118,3244,93,33,60
4,13222,東久留米市,1,70～74,6519,3121,3398,6464,3095,3369,55,26,29
4,13222,東久留米市,1,75～79,7745,3371,4374,7722,3358,4364,23,13,10
4,13222,東久留米市,1,80～84,6019,2398,3621,6002,2394,3608,17,4,13
4,13222,東久留米市,1,85～89,4282,1542,2740,4273,1538,2735,9,4,5
4,13222,東久留米市,1,90～94,2136,700,1436,2133,700,1433,3,-,3
4,13222,東久留米市,1,95～99,547,143,404,546,143,403,1,-,1
4,13222,東久留米市,1,100以上,68,13,55,68,13,55,-,-,-
4,13222,東久留米市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,0,総数,70564,35082,35482,68230,34018,34212,2334,1064,1270
4,13223,武蔵村山市,1,0～4,2002,983,1019,1949,956,993,53,27,26
4,13223,武蔵村山市,1,5～9,2849,1482,1367,2786,1452,1334,63,30,33
4,13223,武蔵村山市,1,10～14,3281,1679,1602,3198,1636,1562,83,43,40
4,13223,武蔵村山市,1,15～19,3785,1914,1871,3686,1867,1819,99,47,52
4,13223,武蔵村山市,1,20～24,3942,1983,1959,3633,1806,1827,309,177,132
4,13223,武蔵村山市,1,25～29,3202,1657,1545,2899,1477,1422,303,180,123
4,13223,武蔵村山市,1,30～34,3286,1695,1591,3038,1558,1480,248,137,111
4,13223,武蔵村山市,1,35～39,3738,1941,1797,3506,1826,1680,232,115,117
4,13223,武蔵村山市,1,40～44,4256,2206,2050,4033,2123,1910,223,83,140
4,13223,武蔵村山市,1,45～49,4940,2553,2387,4778,2498,2280,162,55,107
4,13223,武蔵村山市,1,50～54,6323,3347,2976,6172,3305,2867,151,42,109
4,13223,武蔵村山市,1,55～59,5543,2904,2639,5408,2872,2536,135,32,103
4,13223,武蔵村山市,1,60～64,4307,2292,2015,4190,2256,1934,117,36,81
4,13223,武蔵村山市,1,65～69,3457,1740,1717,3397,1721,1676,60,19,41
4,13223,武蔵村山市,1,70～74,3971,1902,2069,3925,1883,2042,46,19,27
4,13223,武蔵村山市,1,75～79,4686,2103,2583,4663,2095,2568,23,8,15
4,13223,武蔵村山市,1,80～84,3513,1453,2060,3502,1447,2055,11,6,5
4,13223,武蔵村山市,1,85～89,2304,905,1399,2294,900,1394,10,5,5
4,13223,武蔵村山市,1,90～94,921,291,630,917,289,628,4,2,2
4,13223,武蔵村山市,1,95～99,225,50,175,223,49,174,2,1,1
4,13223,武蔵村山市,1,100以上,33,2,31,33,2,31,-,-,-
4,13223,武蔵村山市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13224,多摩市,0,総数,148248,72468,75780,144214,70435,73779,4034,2033,2001
4,13224,多摩市,1,0～4,3908,1998,1910,3794,1931,1863,114,67,47
4,13224,多摩市,1,5～9,5029,2568,2461,4947,2526,2421,82,42,40
4,13224,多摩市,1,10～14,5919,3020,2899,5851,2989,2862,68,31,37
4,13224,多摩市,1,15～19,6671,3406,3265,6523,3326,3197,148,80,68
4,13224,多摩市,1,20～24,7778,4038,3740,7092,3647,3445,686,391,295
4,13224,多摩市,1,25～29,7062,3617,3445,6422,3257,3165,640,360,280
4,13224,多摩市,1,30～34,7205,3752,3453,6685,3458,3227,520,294,226
4,13224,多摩市,1,35～39,7728,4000,3728,7325,3782,3543,403,218,185
4,13224,多摩市,1,40～44,9425,4792,4633,9111,4640,4471,314,152,162
4,13224,多摩市,1,45～49,10868,5606,5262,10631,5511,5120,237,95,142
4,13224,多摩市,1,50～54,12442,6331,6111,12255,6256,5999,187,75,112
4,13224,多摩市,1,55～59,11204,5713,5491,10992,5645,5347,212,68,144
4,13224,多摩市,1,60～64,9405,4732,4673,9224,4664,4560,181,68,113
4,13224,多摩市,1,65～69,7764,3700,4064,7675,3672,4003,89,28,61
4,13224,多摩市,1,70～74,8859,3928,4931,8791,3907,4884,68,21,47
4,13224,多摩市,1,75～79,10974,4860,6114,10936,4837,6099,38,23,15
4,13224,多摩市,1,80～84,8188,3467,4721,8161,3454,4707,27,13,14
4,13224,多摩市,1,85～89,4924,2010,2914,4908,2004,2904,16,6,10
4,13224,多摩市,1,90～94,2248,796,1452,2246,795,1451,2,1,1
4,13224,多摩市,1,95～99,565,127,438,563,127,436,2,-,2
4,13224,多摩市,1,100以上,82,7,75,82,7,75,-,-,-
4,13224,多摩市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13225,稲城市,0,総数,94461,47101,47360,92238,45915,46323,2223,1186,1037
4,13225,稲城市,1,0～4,3433,1705,1728,3352,1669,1683,81,36,45
4,13225,稲城市,1,5～9,4442,2340,2102,4362,2304,2058,80,36,44
4,13225,稲城市,1,10～14,4687,2401,2286,4613,2370,2243,74,31,43
4,13225,稲城市,1,15～19,4860,2494,2366,4805,2463,2342,55,31,24
4,13225,稲城市,1,20～24,5093,2572,2521,4888,2437,2451,205,135,70
4,13225,稲城市,1,25～29,5009,2550,2459,4687,2351,2336,322,199,123
4,13225,稲城市,1,30～34,5069,2549,2520,4752,2361,2391,317,188,129
4,13225,稲城市,1,35～39,5617,2847,2770,5368,2705,2663,249,142,107
4,13225,稲城市,1,40～44,6231,3134,3097,6013,3025,2988,218,109,109
4,13225,稲城市,1,45～49,7065,3605,3460,6893,3512,3381,172,93,79
4,13225,稲城市,1,50～54,8264,4196,4068,8162,4157,4005,102,39,63
4,13225,稲城市,1,55～59,7641,4085,3556,7532,4044,3488,109,41,68
4,13225,稲城市,1,60～64,5984,3138,2846,5877,3091,2786,107,47,60
4,13225,稲城市,1,65～69,4438,2260,2178,4393,2240,2153,45,20,25
4,13225,稲城市,1,70～74,4269,2050,2219,4233,2032,2201,36,18,18
4,13225,稲城市,1,75～79,5018,2245,2773,4992,2233,2759,26,12,14
4,13225,稲城市,1,80～84,3665,1584,2081,3656,1581,2075,9,3,6
4,13225,稲城市,1,85～89,2348,941,1407,2334,935,1399,14,6,8
4,13225,稲城市,1,90～94,1039,356,683,1037,356,681,2,-,2
4,13225,稲城市,1,95～99,246,46,200,246,46,200,-,-,-
4,13225,稲城市,1,100以上,43,3,40,43,3,40,-,-,-
4,13225,稲城市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13227,羽村市,0,総数,53955,27313,26642,51710,26172,25538,2245,1141,1104
4,13227,羽村市,1,0～4,1525,796,729,1447,755,692,78,41,37
4,13227,羽村市,1,5～9,1930,986,944,1882,963,919,48,23,25
4,13227,羽村市,1,10～14,2230,1174,1056,2187,1149,1038,43,25,18
4,13227,羽村市,1,15～19,2605,1339,1266,2513,1303,1210,92,36,56
4,13227,羽村市,1,20～24,2925,1502,1423,2567,1304,1263,358,198,160
4,13227,羽村市,1,25～29,2912,1636,1276,2540,1410,1130,372,226,146
4,13227,羽村市,1,30～34,2848,1613,1235,2557,1421,1136,291,192,99
4,13227,羽村市,1,35～39,2894,1615,1279,2687,1504,1183,207,111,96
4,13227,羽村市,1,40～44,3201,1710,1491,3072,1659,1413,129,51,78
4,13227,羽村市,1,45～49,3712,1968,1744,3577,1915,1662,135,53,82
4,13227,羽村市,1,50～54,4642,2395,2247,4539,2363,2176,103,32,71
4,13227,羽村市,1,55～59,4283,2164,2119,4158,2123,2035,125,41,84
4,13227,羽村市,1,60～64,3600,1828,1772,3487,1783,1704,113,45,68
4,13227,羽村市,1,65～69,2894,1493,1401,2822,1459,1363,72,34,38
4,13227,羽村市,1,70～74,2994,1409,1585,2959,1394,1565,35,15,20
4,13227,羽村市,1,75～79,3509,1638,1871,3489,1629,1860,20,9,11
4,13227,羽村市,1,80～84,2567,1059,1508,2554,1054,1500,13,5,8
4,13227,羽村市,1,85～89,1681,684,997,1675,683,992,6,1,5
4,13227,羽村市,1,90～94,759,253,506,755,250,505,4,3,1
4,13227,羽村市,1,95～99,210,47,163,209,47,162,1,-,1
4,13227,羽村市,1,100以上,34,4,30,34,4,30,-,-,-
4,13227,羽村市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,0,総数,78559,39058,39501,76902,38159,38743,1657,899,758
4,13228,あきる野市,1,0～4,2182,1145,1037,2144,1123,1021,38,22,16
4,13228,あきる野市,1,5～9,2848,1462,1386,2812,1443,1369,36,19,17
4,13228,あきる野市,1,10～14,3377,1732,1645,3350,1715,1635,27,17,10
4,13228,あきる野市,1,15～19,3871,1997,1874,3842,1983,1859,29,14,15
4,13228,あきる野市,1,20～24,3869,1998,1871,3567,1809,1758,302,189,113
4,13228,あきる野市,1,25～29,3486,1780,1706,3157,1595,1562,329,185,144
4,13228,あきる野市,1,30～34,3364,1755,1609,3172,1628,1544,192,127,65
4,13228,あきる野市,1,35～39,3871,2013,1858,3719,1921,1798,152,92,60
4,13228,あきる野市,1,40～44,4430,2341,2089,4313,2273,2040,117,68,49
4,13228,あきる野市,1,45～49,5291,2732,2559,5213,2699,2514,78,33,45
4,13228,あきる野市,1,50～54,6748,3537,3211,6655,3503,3152,93,34,59
4,13228,あきる野市,1,55～59,6043,3153,2890,5964,3132,2832,79,21,58
4,13228,あきる野市,1,60～64,4957,2545,2412,4884,2517,2367,73,28,45
4,13228,あきる野市,1,65～69,4348,2120,2228,4298,2102,2196,50,18,32
4,13228,あきる野市,1,70～74,4858,2294,2564,4834,2277,2557,24,17,7
4,13228,あきる野市,1,75～79,5685,2644,3041,5662,2634,3028,23,10,13
4,13228,あきる野市,1,80～84,4573,2041,2532,4564,2038,2526,9,3,6
4,13228,あきる野市,1,85～89,2944,1212,1732,2940,1211,1729,4,1,3
4,13228,あきる野市,1,90～94,1349,459,890,1348,459,889,1,-,1
4,13228,あきる野市,1,95～99,390,89,301,389,88,301,1,1,-
4,13228,あきる野市,1,100以上,75,9,66,75,9,66,-,-,-
4,13228,あきる野市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13229,西東京市,0,総数,207227,100543,106684,199970,96695,103275,7257,3848,3409
4,13229,西東京市,1,0～4,6597,3362,3235,6370,3249,3121,227,113,114
4,13229,西東京市,1,5～9,8423,4277,4146,8198,4149,4049,225,128,97
4,13229,西東京市,1,10～14,8866,4556,4310,8672,4454,4218,194,102,92
4,13229,西東京市,1,15～19,9426,4842,4584,9048,4614,4434,378,228,150
4,13229,西東京市,1,20～24,11257,5821,5436,10215,5152,5063,1042,669,373
4,13229,西東京市,1,25～29,11502,5663,5839,10321,4986,5335,1181,677,504
4,13229,西東京市,1,30～34,11442,5732,5710,10531,5238,5293,911,494,417
4,13229,西東京市,1,35～39,12529,6251,6278,11756,5842,5914,773,409,364
4,13229,西東京市,1,40～44,13581,6740,6841,13011,6471,6540,570,269,301
4,13229,西東京市,1,45～49,15035,7663,7372,14570,7426,7144,465,237,228
4,13229,西東京市,1,50～54,17074,8470,8604,16734,8313,8421,340,157,183
4,13229,西東京市,1,55～59,16115,8138,7977,15768,8009,7759,347,129,218
4,13229,西東京市,1,60～64,14240,7203,7037,14004,7119,6885,236,84,152
4,13229,西東京市,1,65～69,11322,5521,5801,11164,5458,5706,158,63,95
4,13229,西東京市,1,70～74,10133,4818,5315,10039,4774,5265,94,44,50
4,13229,西東京市,1,75～79,11157,4975,6182,11095,4952,6143,62,23,39
4,13229,西東京市,1,80～84,8083,3130,4953,8052,3115,4937,31,15,16
4,13229,西東京市,1,85～89,5911,2065,3846,5897,2058,3839,14,7,7
4,13229,西東京市,1,90～94,3441,1068,2373,3432,1068,2364,9,-,9
4,13229,西東京市,1,95～99,963,229,734,963,229,734,-,-,-
4,13229,西東京市,1,100以上,130,19,111,130,19,111,-,-,-
4,13229,西東京市,1,不詳者,-,-,-,-,-,-,-,-,-
1,13550,町村部,0,総数,76662,38943,37719,74734,37903,36831,1928,1040,888
1,13550,町村部,1,0～4,1858,973,885,1817,953,864,41,20,21
1,13550,町村部,1,5～9,2647,1399,1248,2611,1380,1231,36,19,17
1,13550,町村部,1,10～14,3230,1640,1590,3199,1620,1579,31,20,11
1,13550,町村部,1,15～19,3330,1784,1546,3268,1754,1514,62,30,32
1,13550,町村部,1,20～24,3026,1627,1399,2748,1450,1298,278,177,101
1,13550,町村部,1,25～29,3019,1680,1339,2713,1468,1245,306,212,94
1,13550,町村部,1,30～34,3136,1740,1396,2880,1573,1307,256,167,89
1,13550,町村部,1,35～39,3729,1953,1776,3569,1860,1709,160,93,67
1,13550,町村部,1,40～44,4393,2335,2058,4265,2275,1990,128,60,68
1,13550,町村部,1,45～49,4995,2701,2294,4872,2643,2229,123,58,65
1,13550,町村部,1,50～54,6077,3305,2772,5951,3268,2683,126,37,89
1,13550,町村部,1,55～59,5397,2965,2432,5257,2909,2348,140,56,84
1,13550,町村部,1,60～64,4822,2580,2242,4712,2538,2174,110,42,68
1,13550,町村部,1,65～69,4683,2416,2267,4612,2390,2222,71,26,45
1,13550,町村部,1,70～74,5669,2828,2841,5643,2817,2826,26,11,15
1,13550,町村部,1,75～79,6737,3249,3488,6715,3239,3476,22,10,12
1,13550,町村部,1,80～84,4684,2102,2582,4679,2101,2578,5,1,4
1,13550,町村部,1,85～89,2943,1094,1849,2939,1093,1846,4,1,3
1,13550,町村部,1,90～94,1670,468,1202,1667,468,1199,3,-,3
1,13550,町村部,1,95～99,524,95,429,524,95,429,-,-,-
1,13550,町村部,1,100以上,93,9,84,93,9,84,-,-,-
1,13550,町村部,1,不詳者,-,-,-,-,-,-,-,-,-
2,13300,郡部,0,総数,54035,27148,26887,52515,26313,26202,1520,835,685
2,13300,郡部,1,0～4,1236,640,596,1198,622,576,38,18,20
2,13300,郡部,1,5～9,1796,938,858,1760,919,841,36,19,17
2,13300,郡部,1,10～14,2341,1188,1153,2312,1169,1143,29,19,10
2,13300,郡部,1,15～19,2407,1257,1150,2354,1232,1122,53,25,28
2,13300,郡部,1,20～24,2473,1329,1144,2259,1185,1074,214,144,70
2,13300,郡部,1,25～29,2161,1183,978,1914,1011,903,247,172,75
2,13300,郡部,1,30～34,2162,1173,989,1942,1029,913,220,144,76
2,13300,郡部,1,35～39,2516,1318,1198,2389,1247,1142,127,71,56
2,13300,郡部,1,40～44,3016,1598,1418,2916,1552,1364,100,46,54
2,13300,郡部,1,45～49,3562,1913,1649,3471,1875,1596,91,38,53
2,13300,郡部,1,50～54,4302,2296,2006,4209,2271,1938,93,25,68
2,13300,郡部,1,55～59,3905,2115,1790,3804,2078,1726,101,37,64
2,13300,郡部,1,60～64,3328,1739,1589,3247,1705,1542,81,34,47
2,13300,郡部,1,65～69,3145,1601,1544,3094,1579,1515,51,22,29
2,13300,郡部,1,70～74,3823,1860,1963,3808,1850,1958,15,10,5
2,13300,郡部,1,75～79,4739,2250,2489,4723,2241,2482,16,9,7
2,13300,郡部,1,80～84,3428,1555,1873,3425,1554,1871,3,1,2
2,13300,郡部,1,85～89,2136,809,1327,2134,808,1326,2,1,1
2,13300,郡部,1,90～94,1150,320,830,1147,320,827,3,-,3
2,13300,郡部,1,95～99,352,60,292,352,60,292,-,-,-
2,13300,郡部,1,100以上,57,6,51,57,6,51,-,-,-
2,13300,郡部,1,不詳者,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,0,総数,31968,16256,15712,30726,15537,15189,1242,719,523
4,13303,瑞穂町,1,0～4,793,408,385,763,392,371,30,16,14
4,13303,瑞穂町,1,5～9,1060,540,520,1029,524,505,31,16,15
4,13303,瑞穂町,1,10～14,1310,648,662,1286,633,653,24,15,9
4,13303,瑞穂町,1,15～19,1402,742,660,1359,719,640,43,23,20
4,13303,瑞穂町,1,20～24,1596,847,749,1437,728,709,159,119,40
4,13303,瑞穂町,1,25～29,1534,854,680,1325,700,625,209,154,55
4,13303,瑞穂町,1,30～34,1521,842,679,1330,713,617,191,129,62
4,13303,瑞穂町,1,35～39,1636,859,777,1540,804,736,96,55,41
4,13303,瑞穂町,1,40～44,1887,1041,846,1810,1003,807,77,38,39
4,13303,瑞穂町,1,45～49,2157,1191,966,2081,1159,922,76,32,44
4,13303,瑞穂町,1,50～54,2718,1421,1297,2648,1400,1248,70,21,49
4,13303,瑞穂町,1,55～59,2587,1384,1203,2502,1351,1151,85,33,52
4,13303,瑞穂町,1,60～64,2108,1079,1029,2031,1047,984,77,32,45
4,13303,瑞穂町,1,65～69,1824,921,903,1781,902,879,43,19,24
4,13303,瑞穂町,1,70～74,2117,1045,1072,2106,1037,1069,11,8,3
4,13303,瑞穂町,1,75～79,2496,1169,1327,2483,1162,1321,13,7,6
4,13303,瑞穂町,1,80～84,1619,727,892,1616,726,890,3,1,2
4,13303,瑞穂町,1,85～89,993,371,622,991,370,621,2,1,1
4,13303,瑞穂町,1,90～94,485,146,339,483,146,337,2,-,2
4,13303,瑞穂町,1,95～99,111,19,92,111,19,92,-,-,-
4,13303,瑞穂町,1,100以上,14,2,12,14,2,12,-,-,-
4,13303,瑞穂町,1,不詳者,-,-,-,-,-,-,-,-,-
4,13305,日の出町,0,総数,15796,7766,8030,15621,7689,7932,175,77,98
4,13305,日の出町,1,0～4,348,189,159,341,188,153,7,1,6
4,13305,日の出町,1,5～9,588,323,265,586,322,264,2,1,1
4,13305,日の出町,1,10～14,865,455,410,861,452,409,4,3,1
4,13305,日の出町,1,15～19,851,430,421,846,428,418,5,2,3
4,13305,日の出町,1,20～24,706,392,314,677,373,304,29,19,10
4,13305,日の出町,1,25～29,500,266,234,476,252,224,24,14,10
4,13305,日の出町,1,30～34,496,247,249,473,234,239,23,13,10
4,13305,日の出町,1,35～39,672,346,326,654,337,317,18,9,9
4,13305,日の出町,1,40～44,898,436,462,884,433,451,14,3,11
4,13305,日の出町,1,45～49,1107,559,548,1096,556,540,11,3,8
4,13305,日の出町,1,50～54,1233,683,550,1218,679,539,15,4,11
4,13305,日の出町,1,55～59,921,504,417,910,503,407,11,1,10
4,13305,日の出町,1,60～64,812,418,394,809,417,392,3,1,2
4,13305,日の出町,1,65～69,819,390,429,812,388,424,7,2,5
4,13305,日の出町,1,70～74,1044,470,574,1044,470,574,-,-,-
4,13305,日の出町,1,75～79,1502,699,803,1500,698,802,2,1,1
4,13305,日の出町,1,80～84,1210,560,650,1210,560,650,-,-,-
4,13305,日の出町,1,85～89,688,266,422,688,266,422,-,-,-
4,13305,日の出町,1,90～94,393,109,284,393,109,284,-,-,-
4,13305,日の出町,1,95～99,121,22,99,121,22,99,-,-,-
4,13305,日の出町,1,100以上,22,2,20,22,2,20,-,-,-
4,13305,日の出町,1,不詳者,-,-,-,-,-,-,-,-,-
4,13307,檜原村,0,総数,1902,952,950,1887,945,942,15,7,8
4,13307,檜原村,1,0～4,32,15,17,31,14,17,1,1,-
4,13307,檜原村,1,5～9,46,24,22,45,24,21,1,-,1
4,13307,檜原村,1,10～14,48,24,24,48,24,24,-,-,-
4,13307,檜原村,1,15～19,42,25,17,42,25,17,-,-,-
4,13307,檜原村,1,20～24,41,21,20,41,21,20,-,-,-
4,13307,檜原村,1,25～29,31,17,14,31,17,14,-,-,-
4,13307,檜原村,1,30～34,43,26,17,42,26,16,1,-,1
4,13307,檜原村,1,35～39,58,32,26,55,30,25,3,2,1
4,13307,檜原村,1,40～44,63,33,30,63,33,30,-,-,-
4,13307,檜原村,1,45～49,117,60,57,116,59,57,1,1,-
4,13307,檜原村,1,50～54,96,53,43,94,53,41,2,-,2
4,13307,檜原村,1,55～59,118,67,51,115,65,50,3,2,1
4,13307,檜原村,1,60～64,141,84,57,141,84,57,-,-,-
4,13307,檜原村,1,65～69,149,86,63,149,86,63,-,-,-
4,13307,檜原村,1,70～74,206,112,94,204,111,93,2,1,1
4,13307,檜原村,1,75～79,216,115,101,216,115,101,-,-,-
4,13307,檜原村,1,80～84,165,76,89,165,76,89,-,-,-
4,13307,檜原村,1,85～89,149,51,98,149,51,98,-,-,-
4,13307,檜原村,1,90～94,95,23,72,94,23,71,1,-,1
4,13307,檜原村,1,95～99,42,7,35,42,7,35,-,-,-
4,13307,檜原村,1,100以上,4,1,3,4,1,3,-,-,-
4,13307,檜原村,1,不詳者,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,0,総数,4369,2174,2195,4281,2142,2139,88,32,56
4,13308,奥多摩町,1,0～4,63,28,35,63,28,35,-,-,-
4,13308,奥多摩町,1,5～9,102,51,51,100,49,51,2,2,-
4,13308,奥多摩町,1,10～14,118,61,57,117,60,57,1,1,-
4,13308,奥多摩町,1,15～19,112,60,52,107,60,47,5,-,5
4,13308,奥多摩町,1,20～24,130,69,61,104,63,41,26,6,20
4,13308,奥多摩町,1,25～29,96,46,50,82,42,40,14,4,10
4,13308,奥多摩町,1,30～34,102,58,44,97,56,41,5,2,3
4,13308,奥多摩町,1,35～39,150,81,69,140,76,64,10,5,5
4,13308,奥多摩町,1,40～44,168,88,80,159,83,76,9,5,4
4,13308,奥多摩町,1,45～49,181,103,78,178,101,77,3,2,1
4,13308,奥多摩町,1,50～54,255,139,116,249,139,110,6,-,6
4,13308,奥多摩町,1,55～59,279,160,119,277,159,118,2,1,1
4,13308,奥多摩町,1,60～64,267,158,109,266,157,109,1,1,-
4,13308,奥多摩町,1,65～69,353,204,149,352,203,149,1,1,-
4,13308,奥多摩町,1,70～74,456,233,223,454,232,222,2,1,1
4,13308,奥多摩町,1,75～79,525,267,258,524,266,258,1,1,-
4,13308,奥多摩町,1,80～84,434,192,242,434,192,242,-,-,-
4,13308,奥多摩町,1,85～89,306,121,185,306,121,185,-,-,-
4,13308,奥多摩町,1,90～94,177,42,135,177,42,135,-,-,-
4,13308,奥多摩町,1,95～99,78,12,66,78,12,66,-,-,-
4,13308,奥多摩町,1,100以上,17,1,16,17,1,16,-,-,-
4,13308,奥多摩町,1,不詳者,-,-,-,-,-,-,-,-,-
2,13350,島部,0,総数,22627,11795,10832,22219,11590,10629,408,205,203
2,13350,島部,1,0～4,622,333,289,619,331,288,3,2,1
2,13350,島部,1,5～9,851,461,390,851,461,390,-,-,-
2,13350,島部,1,10～14,889,452,437,887,451,436,2,1,1
2,13350,島部,1,15～19,923,527,396,914,522,392,9,5,4
2,13350,島部,1,20～24,553,298,255,489,265,224,64,33,31
2,13350,島部,1,25～29,858,497,361,799,457,342,59,40,19
2,13350,島部,1,30～34,974,567,407,938,544,394,36,23,13
2,13350,島部,1,35～39,1213,635,578,1180,613,567,33,22,11
2,13350,島部,1,40～44,1377,737,640,1349,723,626,28,14,14
2,13350,島部,1,45～49,1433,788,645,1401,768,633,32,20,12
2,13350,島部,1,50～54,1775,1009,766,1742,997,745,33,12,21
2,13350,島部,1,55～59,1492,850,642,1453,831,622,39,19,20
2,13350,島部,1,60～64,1494,841,653,1465,833,632,29,8,21
2,13350,島部,1,65～69,1538,815,723,1518,811,707,20,4,16
2,13350,島部,1,70～74,1846,968,878,1835,967,868,11,1,10
2,13350,島部,1,75～79,1998,999,999,1992,998,994,6,1,5
2,13350,島部,1,80～84,1256,547,709,1254,547,707,2,-,2
2,13350,島部,1,85～89,807,285,522,805,285,520,2,-,2
2,13350,島部,1,90～94,520,148,372,520,148,372,-,-,-
2,13350,島部,1,95～99,172,35,137,172,35,137,-,-,-
2,13350,島部,1,100以上,36,3,33,36,3,33,-,-,-
2,13350,島部,1,不詳者,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,0,総数,10938,5628,5310,10744,5490,5254,194,138,56
3,13360,大島支庁,1,0～4,262,139,123,261,139,122,1,-,1
3,13360,大島支庁,1,5～9,367,194,173,367,194,173,-,-,-
3,13360,大島支庁,1,10～14,431,217,214,429,216,213,2,1,1
3,13360,大島支庁,1,15～19,538,317,221,532,313,219,6,4,2
3,13360,大島支庁,1,20～24,304,159,145,268,138,130,36,21,15
3,13360,大島支庁,1,25～29,388,217,171,354,197,157,34,20,14
3,13360,大島支庁,1,30～34,425,260,165,406,247,159,19,13,6
3,13360,大島支庁,1,35～39,516,277,239,500,262,238,16,15,1
3,13360,大島支庁,1,40～44,620,341,279,609,331,278,11,10,1
3,13360,大島支庁,1,45～49,665,372,293,648,357,291,17,15,2
3,13360,大島支庁,1,50～54,833,485,348,817,474,343,16,11,5
3,13360,大島支庁,1,55～59,694,375,319,675,359,316,19,16,3
3,13360,大島支庁,1,60～64,736,399,337,726,391,335,10,8,2
3,13360,大島支庁,1,65～69,760,398,362,757,395,362,3,3,-
3,13360,大島支庁,1,70～74,947,490,457,944,489,455,3,1,2
3,13360,大島支庁,1,75～79,963,465,498,963,465,498,-,-,-
3,13360,大島支庁,1,80～84,685,292,393,685,292,393,-,-,-
3,13360,大島支庁,1,85～89,413,130,283,412,130,282,1,-,1
3,13360,大島支庁,1,90～94,281,82,199,281,82,199,-,-,-
3,13360,大島支庁,1,95～99,94,17,77,94,17,77,-,-,-
3,13360,大島支庁,1,100以上,16,2,14,16,2,14,-,-,-
3,13360,大島支庁,1,不詳者,-,-,-,-,-,-,-,-,-
4,13361,大島町,0,総数,6589,3446,3143,6439,3332,3107,150,114,36
4,13361,大島町,1,0～4,149,84,65,148,84,64,1,-,1
4,13361,大島町,1,5～9,210,111,99,210,111,99,-,-,-
4,13361,大島町,1,10～14,220,116,104,218,115,103,2,1,1
4,13361,大島町,1,15～19,376,244,132,371,241,130,5,3,2
4,13361,大島町,1,20～24,162,88,74,133,70,63,29,18,11
4,13361,大島町,1,25～29,226,124,102,206,111,95,20,13,7
4,13361,大島町,1,30～34,251,158,93,239,150,89,12,8,4
4,13361,大島町,1,35～39,296,165,131,283,152,131,13,13,-
4,13361,大島町,1,40～44,357,201,156,346,191,155,11,10,1
4,13361,大島町,1,45～49,355,189,166,341,177,164,14,12,2
4,13361,大島町,1,50～54,523,308,215,508,297,211,15,11,4
4,13361,大島町,1,55～59,458,258,200,443,244,199,15,14,1
4,13361,大島町,1,60～64,463,259,204,453,251,202,10,8,2
4,13361,大島町,1,65～69,440,229,211,438,227,211,2,2,-
4,13361,大島町,1,70～74,540,284,256,539,283,256,1,1,-
4,13361,大島町,1,75～79,621,300,321,621,300,321,-,-,-
4,13361,大島町,1,80～84,447,188,259,447,188,259,-,-,-
4,13361,大島町,1,85～89,263,86,177,263,86,177,-,-,-
4,13361,大島町,1,90～94,172,46,126,172,46,126,-,-,-
4,13361,大島町,1,95～99,53,8,45,53,8,45,-,-,-
4,13361,大島町,1,100以上,7,-,7,7,-,7,-,-,-
4,13361,大島町,1,不詳者,-,-,-,-,-,-,-,-,-
4,13362,利島村,0,総数,303,158,145,292,151,141,11,7,4
4,13362,利島村,1,0～4,4,2,2,4,2,2,-,-,-
4,13362,利島村,1,5～9,12,7,5,12,7,5,-,-,-
4,13362,利島村,1,10～14,17,6,11,17,6,11,-,-,-
4,13362,利島村,1,15～19,16,7,9,16,7,9,-,-,-
4,13362,利島村,1,20～24,8,4,4,7,3,4,1,1,-
4,13362,利島村,1,25～29,20,12,8,19,11,8,1,1,-
4,13362,利島村,1,30～34,22,12,10,17,9,8,5,3,2
4,13362,利島村,1,35～39,21,13,8,20,12,8,1,1,-
