地域階層,地域コード,地域,年齢階層,年齢,総数／計(人),総数／男(人),総数／女(人),日本人／計(人),日本人／男(人),日本人／女(人),外国人／計(人),外国人／男(人),外国人／女(人)
4,13113,渋谷区,1,75～79,9597,4184,5413,9474,4118,5356,123,66,57
4,13113,渋谷区,1,80～84,6676,2627,4049,6597,2590,4007,79,37,42
4,13113,渋谷区,1,85～89,4834,1605,3229,4801,1589,3212,33,16,17
4,13113,渋谷区,1,90～94,2788,751,2037,2767,745,2022,21,6,15
4,13113,渋谷区,1,95～99,943,166,777,936,163,773,7,3,4
4,13113,渋谷区,1,100以上,150,21,129,149,21,128,1,-,1
4,13113,渋谷区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13114,中野区,0,総数,343794,174085,169709,316649,159583,157066,27145,14502,12643
4,13114,中野区,1,0～4,9557,4921,4636,9065,4653,4412,492,268,224
4,13114,中野区,1,5～9,10038,5172,4866,9614,4952,4662,424,220,204
4,13114,中野区,1,10～14,10156,5188,4968,9763,4966,4797,393,222,171
4,13114,中野区,1,15～19,11326,5851,5475,9386,4763,4623,1940,1088,852
4,13114,中野区,1,20～24,23254,11887,11367,17208,8546,8662,6046,3341,2705
4,13114,中野区,1,25～29,35029,18162,16867,29239,15075,14164,5790,3087,2703
4,13114,中野区,1,30～34,30898,16258,14640,27116,14232,12884,3782,2026,1756
4,13114,中野区,1,35～39,26993,14586,12407,24396,13176,11220,2597,1410,1187
4,13114,中野区,1,40～44,26387,14433,11954,24661,13509,11152,1726,924,802
4,13114,中野区,1,45～49,25675,13818,11857,24600,13250,11350,1075,568,507
4,13114,中野区,1,50～54,26329,13797,12532,25460,13350,12110,869,447,422
4,13114,中野区,1,55～59,22695,11951,10744,21991,11604,10387,704,347,357
4,13114,中野区,1,60～64,18721,9569,9152,18181,9343,8838,540,226,314
4,13114,中野区,1,65～69,14319,7190,7129,13988,7052,6936,331,138,193
4,13114,中野区,1,70～74,13250,6296,6954,13059,6208,6851,191,88,103
4,13114,中野区,1,75～79,14944,6721,8223,14825,6665,8160,119,56,63
4,13114,中野区,1,80～84,10718,4249,6469,10651,4218,6433,67,31,36
4,13114,中野区,1,85～89,7447,2481,4966,7411,2472,4939,36,9,27
4,13114,中野区,1,90～94,4418,1229,3189,4403,1225,3178,15,4,11
4,13114,中野区,1,95～99,1404,297,1107,1401,296,1105,3,1,2
4,13114,中野区,1,100以上,236,29,207,231,28,203,5,1,4
4,13114,中野区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13115,杉並区,0,総数,582636,280413,302223,557361,267619,289742,25275,12794,12481
4,13115,杉並区,1,0～4,17987,9198,8789,17527,8960,8567,460,238,222
4,13115,杉並区,1,5～9,20333,10286,10047,19903,10063,9840,430,223,207
4,13115,杉並区,1,10～14,20606,10516,10090,20189,10296,9893,417,220,197
4,13115,杉並区,1,15～19,21390,10897,10493,20083,10194,9889,1307,703,604
4,13115,杉並区,1,20～24,34858,16894,17964,29855,14437,15418,5003,2457,2546
4,13115,杉並区,1,25～29,50001,24598,25403,44552,21865,22687,5449,2733,2716
4,13115,杉並区,1,30～34,45053,22126,22927,41427,20277,21150,3626,1849,1777
4,13115,杉並区,1,35～39,41010,20413,20597,38447,19088,19359,2563,1325,1238
4,13115,杉並区,1,40～44,42837,21650,21187,41106,20741,20365,1731,909,822
4,13115,杉並区,1,45～49,44311,21995,22316,43075,21330,21745,1236,665,571
4,13115,杉並区,1,50～54,46101,22377,23724,45264,21943,23321,837,434,403
4,13115,杉並区,1,55～59,41274,20334,20940,40599,19998,20601,675,336,339
4,13115,杉並区,1,60～64,35150,17525,17625,34571,17245,17326,579,280,299
4,13115,杉並区,1,65～69,26982,13136,13846,26617,12975,13642,365,161,204
4,13115,杉並区,1,70～74,23816,11280,12536,23549,11164,12385,267,116,151
4,13115,杉並区,1,75～79,26862,11949,14913,26710,11867,14843,152,82,70
4,13115,杉並区,1,80～84,19215,7624,11591,19127,7592,11535,88,32,56
4,13115,杉並区,1,85～89,13388,4654,8734,13341,4636,8705,47,18,29
4,13115,杉並区,1,90～94,8218,2340,5878,8183,2329,5854,35,11,24
4,13115,杉並区,1,95～99,2778,569,2209,2771,567,2204,7,2,5
4,13115,杉並区,1,100以上,466,52,414,465,52,413,1,-,1
4,13115,杉並区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13116,豊島区　,0,総数,296129,148214,147915,257545,128542,129003,38584,19672,18912
4,13116,豊島区　,1,0～4,8302,4301,4001,7623,3934,3689,679,367,312
4,13116,豊島区　,1,5～9,8678,4401,4277,8113,4105,4008,565,296,269
4,13116,豊島区　,1,10～14,8758,4428,4330,8245,4165,4080,513,263,250
4,13116,豊島区　,1,15～19,10392,5265,5127,8101,4046,4055,2291,1219,1072
4,13116,豊島区　,1,20～24,22339,11276,11063,13645,6665,6980,8694,4611,4083
4,13116,豊島区　,1,25～29,30575,15633,14942,21821,11060,10761,8754,4573,4181
4,13116,豊島区　,1,30～34,26516,13652,12864,20640,10730,9910,5876,2922,2954
4,13116,豊島区　,1,35～39,23189,12004,11185,19571,10167,9404,3618,1837,1781
4,13116,豊島区　,1,40～44,21816,11688,10128,19683,10589,9094,2133,1099,1034
4,13116,豊島区　,1,45～49,22144,11745,10399,20623,10999,9624,1521,746,775
4,13116,豊島区　,1,50～54,22312,11439,10873,21122,10892,10230,1190,547,643
4,13116,豊島区　,1,55～59,19284,9960,9324,18348,9543,8805,936,417,519
4,13116,豊島区　,1,60～64,15843,8181,7662,15055,7837,7218,788,344,444
4,13116,豊島区　,1,65～69,12261,6133,6128,11827,5939,5888,434,194,240
4,13116,豊島区　,1,70～74,11384,5581,5803,11057,5445,5612,327,136,191
4,13116,豊島区　,1,75～79,12927,5901,7026,12790,5837,6953,137,64,73
4,13116,豊島区　,1,80～84,8864,3584,5280,8800,3561,5239,64,23,41
4,13116,豊島区　,1,85～89,6003,1971,4032,5962,1960,4002,41,11,30
4,13116,豊島区　,1,90～94,3323,866,2457,3304,864,2440,19,2,17
4,13116,豊島区　,1,95～99,1019,182,837,1016,181,835,3,1,2
4,13116,豊島区　,1,100以上,200,23,177,199,23,176,1,-,1
4,13116,豊島区　,1,不詳者,-,-,-,-,-,-,-,-,-
4,13117,北区,0,総数,367432,182604,184828,332136,164739,167397,35296,17865,17431
4,13117,北区,1,0～4,11772,6042,5730,10636,5468,5168,1136,574,562
4,13117,北区,1,5～9,12823,6512,6311,11876,6036,5840,947,476,471
4,13117,北区,1,10～14,12545,6413,6132,11665,5964,5701,880,449,431
4,13117,北区,1,15～19,12806,6500,6306,11176,5643,5533,1630,857,773
4,13117,北区,1,20～24,22943,11766,11177,16688,8337,8351,6255,3429,2826
4,13117,北区,1,25～29,32266,16578,15688,25597,13135,12462,6669,3443,3226
4,13117,北区,1,30～34,29699,15314,14385,24575,12663,11912,5124,2651,2473
4,13117,北区,1,35～39,26333,13624,12709,22553,11712,10841,3780,1912,1868
4,13117,北区,1,40～44,26212,13775,12437,23526,12452,11074,2686,1323,1363
4,13117,北区,1,45～49,26029,13656,12373,24210,12732,11478,1819,924,895
4,13117,北区,1,50～54,27636,14390,13246,26349,13783,12566,1287,607,680
4,13117,北区,1,55～59,23294,12055,11239,22189,11613,10576,1105,442,663
4,13117,北区,1,60～64,19532,10054,9478,18734,9743,8991,798,311,487
4,13117,北区,1,65～69,16044,8026,8018,15548,7845,7703,496,181,315
4,13117,北区,1,70～74,16641,8190,8451,16344,8073,8271,297,117,180
4,13117,北区,1,75～79,19655,8879,10776,19452,8793,10659,203,86,117
4,13117,北区,1,80～84,14323,5729,8594,14221,5681,8540,102,48,54
4,13117,北区,1,85～89,9838,3333,6505,9781,3305,6476,57,28,29
4,13117,北区,1,90～94,5316,1462,3854,5296,1456,3840,20,6,14
4,13117,北区,1,95～99,1514,275,1239,1511,274,1237,3,1,2
4,13117,北区,1,100以上,211,31,180,209,31,178,2,-,2
4,13117,北区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13118,荒川区,0,総数,224784,111626,113158,199208,99036,100172,25576,12590,12986
4,13118,荒川区,1,0～4,7205,3634,3571,6580,3307,3273,625,327,298
4,13118,荒川区,1,5～9,7656,3934,3722,7064,3631,3433,592,303,289
4,13118,荒川区,1,10～14,8220,4174,4046,7616,3844,3772,604,330,274
4,13118,荒川区,1,15～19,8978,4607,4371,7666,3900,3766,1312,707,605
4,13118,荒川区,1,20～24,14245,7315,6930,9952,5029,4923,4293,2286,2007
4,13118,荒川区,1,25～29,19317,9787,9530,15164,7706,7458,4153,2081,2072
4,13118,荒川区,1,30～34,17594,9013,8581,14269,7322,6947,3325,1691,1634
4,13118,荒川区,1,35～39,15572,8057,7515,13082,6818,6264,2490,1239,1251
4,13118,荒川区,1,40～44,15678,8115,7563,13831,7232,6599,1847,883,964
4,13118,荒川区,1,45～49,16400,8398,8002,14999,7727,7272,1401,671,730
4,13118,荒川区,1,50～54,17859,9074,8785,16605,8520,8085,1254,554,700
4,13118,荒川区,1,55～59,14911,7668,7243,13822,7186,6636,1089,482,607
4,13118,荒川区,1,60～64,12601,6424,6177,11722,6052,5670,879,372,507
4,13118,荒川区,1,65～69,9997,5043,4954,9366,4794,4572,631,249,382
4,13118,荒川区,1,70～74,10017,4849,5168,9571,4671,4900,446,178,268
4,13118,荒川区,1,75～79,11531,5482,6049,11270,5376,5894,261,106,155
4,13118,荒川区,1,80～84,7895,3236,4659,7691,3156,4535,204,80,124
4,13118,荒川区,1,85～89,5455,1883,3572,5347,1845,3502,108,38,70
4,13118,荒川区,1,90～94,2832,778,2054,2790,769,2021,42,9,33
4,13118,荒川区,1,95～99,733,143,590,717,140,577,16,3,13
4,13118,荒川区,1,100以上,88,12,76,84,11,73,4,1,3
4,13118,荒川区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13119,板橋区,0,総数,583528,285119,298409,542368,264933,277435,41160,20186,20974
4,13119,板橋区,1,0～4,16749,8467,8282,15639,7914,7725,1110,553,557
4,13119,板橋区,1,5～9,19169,9711,9458,18158,9203,8955,1011,508,503
4,13119,板橋区,1,10～14,20946,10891,10055,19997,10402,9595,949,489,460
4,13119,板橋区,1,15～19,22084,11335,10749,20271,10385,9886,1813,950,863
4,13119,板橋区,1,20～24,37899,18424,19475,30964,14773,16191,6935,3651,3284
4,13119,板橋区,1,25～29,51317,24721,26596,43137,20558,22579,8180,4163,4017
4,13119,板橋区,1,30～34,44281,21919,22362,38194,18836,19358,6087,3083,3004
4,13119,板橋区,1,35～39,38613,19295,19318,34525,17270,17255,4088,2025,2063
4,13119,板橋区,1,40～44,39682,20355,19327,36705,18906,17799,2977,1449,1528
4,13119,板橋区,1,45～49,41748,21475,20273,39510,20428,19082,2238,1047,1191
4,13119,板橋区,1,50～54,45663,23353,22310,44034,22653,21381,1629,700,929
4,13119,板橋区,1,55～59,39788,20511,19277,38415,20014,18401,1373,497,876
4,13119,板橋区,1,60～64,34080,17426,16654,32905,16966,15939,1175,460,715
4,13119,板橋区,1,65～69,26942,13550,13392,26234,13304,12930,708,246,462
4,13119,板橋区,1,70～74,26959,13099,13860,26518,12915,13603,441,184,257
4,13119,板橋区,1,75～79,30705,14062,16643,30484,13972,16512,221,90,131
4,13119,板橋区,1,80～84,21625,8762,12863,21496,8702,12794,129,60,69
4,13119,板橋区,1,85～89,14679,5054,9625,14618,5033,9585,61,21,40
4,13119,板橋区,1,90～94,7982,2210,5772,7954,2202,5752,28,8,20
4,13119,板橋区,1,95～99,2267,461,1806,2261,459,1802,6,2,4
4,13119,板橋区,1,100以上,350,38,312,349,38,311,1,-,1
4,13119,板橋区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13120,練馬区,0,総数,750559,362652,387907,720897,348372,372525,29662,14280,15382
4,13120,練馬区,1,0～4,25450,13070,12380,24770,12693,12077,680,377,303
4,13120,練馬区,1,5～9,28252,14433,13819,27498,14033,13465,754,400,354
4,13120,練馬区,1,10～14,29887,15369,14518,29094,14963,14131,793,406,387
4,13120,練馬区,1,15～19,31870,16436,15434,30429,15663,14766,1441,773,668
4,13120,練馬区,1,20～24,44023,21443,22580,39391,19104,20287,4632,2339,2293
4,13120,練馬区,1,25～29,54594,25988,28606,49252,23406,25846,5342,2582,2760
4,13120,練馬区,1,30～34,52789,25366,27423,48810,23391,25419,3979,1975,2004
4,13120,練馬区,1,35～39,50289,24733,25556,47246,23278,23968,3043,1455,1588
4,13120,練馬区,1,40～44,51757,25935,25822,49483,24864,24619,2274,1071,1203
4,13120,練馬区,1,45～49,53511,26939,26572,51758,26097,25661,1753,842,911
4,13120,練馬区,1,50～54,59438,29643,29795,58024,29029,28995,1414,614,800
4,13120,練馬区,1,55～59,55798,28127,27671,54561,27616,26945,1237,511,726
4,13120,練馬区,1,60～64,47923,24196,23727,47000,23829,23171,923,367,556
4,13120,練馬区,1,65～69,36501,18173,18328,35963,17963,18000,538,210,328
4,13120,練馬区,1,70～74,32075,15536,16539,31722,15382,16340,353,154,199
4,13120,練馬区,1,75～79,35477,15938,19539,35233,15821,19412,244,117,127
4,13120,練馬区,1,80～84,26346,10351,15995,26215,10302,15913,131,49,82
4,13120,練馬区,1,85～89,19680,6888,12792,19603,6866,12737,77,22,55
4,13120,練馬区,1,90～94,11104,3266,7838,11058,3255,7803,46,11,35
4,13120,練馬区,1,95～99,3347,766,2581,3339,761,2578,8,5,3
4,13120,練馬区,1,100以上,448,56,392,448,56,392,-,-,-
4,13120,練馬区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13121,足立区,0,総数,703369,351463,351906,655079,327783,327296,48290,23680,24610
4,13121,足立区,1,0～4,20637,10582,10055,19016,9739,9277,1621,843,778
4,13121,足立区,1,5～9,23230,11821,11409,21480,10918,10562,1750,903,847
4,13121,足立区,1,10～14,26560,13564,12996,24838,12701,12137,1722,863,859
4,13121,足立区,1,15～19,28820,14849,13971,26971,13874,13097,1849,975,874
4,13121,足立区,1,20～24,41051,20674,20377,36027,17859,18168,5024,2815,2209
4,13121,足立区,1,25～29,53960,28074,25886,47215,24340,22875,6745,3734,3011
4,13121,足立区,1,30～34,48563,25347,23216,42052,21870,20182,6511,3477,3034
4,13121,足立区,1,35～39,42805,22390,20415,37469,19610,17859,5336,2780,2556
4,13121,足立区,1,40～44,44179,23007,21172,39951,21021,18930,4228,1986,2242
4,13121,足立区,1,45～49,48877,25298,23579,45601,23861,21740,3276,1437,1839
4,13121,足立区,1,50～54,58828,30899,27929,56163,29796,26367,2665,1103,1562
4,13121,足立区,1,55～59,53715,28159,25556,51262,27325,23937,2453,834,1619
4,13121,足立区,1,60～64,43879,22904,20975,42005,22230,19775,1874,674,1200
4,13121,足立区,1,65～69,33405,17194,16211,32153,16707,15446,1252,487,765
4,13121,足立区,1,70～74,33095,16294,16801,32241,15971,16270,854,323,531
4,13121,足立区,1,75～79,38626,17619,21007,38089,17384,20705,537,235,302
4,13121,足立区,1,80～84,30013,12033,17980,29697,11899,17798,316,134,182
4,13121,足立区,1,85～89,20924,7361,13563,20726,7295,13431,198,66,132
4,13121,足立区,1,90～94,9862,2927,6935,9797,2917,6880,65,10,55
4,13121,足立区,1,95～99,2059,430,1629,2047,429,1618,12,1,11
4,13121,足立区,1,100以上,281,37,244,279,37,242,2,-,2
4,13121,足立区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,0,総数,472558,235322,237236,440017,218883,221134,32541,16439,16102
4,13122,葛飾区,1,0～4,14828,7724,7104,13631,7072,6559,1197,652,545
4,13122,葛飾区,1,5～9,16743,8600,8143,15502,7971,7531,1241,629,612
4,13122,葛飾区,1,10～14,18137,9303,8834,16991,8691,8300,1146,612,534
4,13122,葛飾区,1,15～19,19309,9939,9370,17822,9138,8684,1487,801,686
4,13122,葛飾区,1,20～24,28089,14325,13764,24018,12020,11998,4071,2305,1766
4,13122,葛飾区,1,25～29,34884,17834,17050,30210,15265,14945,4674,2569,2105
4,13122,葛飾区,1,30～34,31226,15972,15254,26910,13686,13224,4316,2286,2030
4,13122,葛飾区,1,35～39,29440,15333,14107,25637,13375,12262,3803,1958,1845
4,13122,葛飾区,1,40～44,30568,15791,14777,27654,14351,13303,2914,1440,1474
4,13122,葛飾区,1,45～49,32661,17124,15537,30465,16075,14390,2196,1049,1147
4,13122,葛飾区,1,50～54,38366,19857,18509,36790,19188,17602,1576,669,907
4,13122,葛飾区,1,55～59,34927,18159,16768,33569,17662,15907,1358,497,861
4,13122,葛飾区,1,60～64,30048,15515,14533,28994,15138,13856,1054,377,677
4,13122,葛飾区,1,65～69,23630,12008,11622,23030,11764,11266,600,244,356
4,13122,葛飾区,1,70～74,22922,11347,11575,22513,11182,11331,409,165,244
4,13122,葛飾区,1,75～79,25572,11834,13738,25326,11733,13593,246,101,145
4,13122,葛飾区,1,80～84,18829,7551,11278,18690,7500,11190,139,51,88
4,13122,葛飾区,1,85～89,13398,4644,8754,13323,4621,8702,75,23,52
4,13122,葛飾区,1,90～94,7010,2029,4981,6981,2019,4962,29,10,19
4,13122,葛飾区,1,95～99,1737,407,1330,1728,406,1322,9,1,8
4,13122,葛飾区,1,100以上,234,26,208,233,26,207,1,-,1
4,13122,葛飾区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,0,総数,697414,350255,347159,644643,323564,321079,52771,26691,26080
4,13123,江戸川区,1,0～4,22865,11739,11126,20573,10549,10024,2292,1190,1102
4,13123,江戸川区,1,5～9,26161,13334,12827,23720,12076,11644,2441,1258,1183
4,13123,江戸川区,1,10～14,28983,14770,14213,26716,13609,13107,2267,1161,1106
4,13123,江戸川区,1,15～19,31715,16234,15481,29283,14941,14342,2432,1293,1139
4,13123,江戸川区,1,20～24,43201,22042,21159,37096,18672,18424,6105,3370,2735
4,13123,江戸川区,1,25～29,51892,26799,25093,44630,22793,21837,7262,4006,3256
4,13123,江戸川区,1,30～34,47672,24872,22800,40725,21130,19595,6947,3742,3205
4,13123,江戸川区,1,35～39,44028,22790,21238,37733,19514,18219,6295,3276,3019
4,13123,江戸川区,1,40～44,46202,24167,22035,41045,21511,19534,5157,2656,2501
4,13123,江戸川区,1,45～49,49480,25629,23851,45866,23909,21957,3614,1720,1894
4,13123,江戸川区,1,50～54,59486,30768,28718,56907,29680,27227,2579,1088,1491
4,13123,江戸川区,1,55～59,55136,28836,26300,53074,28088,24986,2062,748,1314
4,13123,江戸川区,1,60～64,43549,23088,20461,42151,22604,19547,1398,484,914
4,13123,江戸川区,1,65～69,30832,16052,14780,29951,15740,14211,881,312,569
4,13123,江戸川区,1,70～74,29521,14598,14923,29010,14417,14593,511,181,330
4,13123,江戸川区,1,75～79,33928,15353,18575,33666,15253,18413,262,100,162
4,13123,江戸川区,1,80～84,25283,10085,15198,25130,10019,15111,153,66,87
4,13123,江戸川区,1,85～89,17270,6194,11076,17197,6166,11031,73,28,45
4,13123,江戸川区,1,90～94,8135,2499,5636,8104,2490,5614,31,9,22
4,13123,江戸川区,1,95～99,1814,375,1439,1806,372,1434,8,3,5
4,13123,江戸川区,1,100以上,261,31,230,260,31,229,1,-,1
4,13123,江戸川区,1,不詳者,-,-,-,-,-,-,-,-,-
1,13200,市部,0,総数,4204167,2068341,2135826,4078339,2005522,2072817,125828,62819,63009
1,13200,市部,1,0～4,129622,66360,63262,126021,64501,61520,3601,1859,1742
1,13200,市部,1,5～9,162293,83551,78742,158886,81782,77104,3407,1769,1638
1,13200,市部,1,10～14,178403,91563,86840,175356,89972,85384,3047,1591,1456
1,13200,市部,1,15～19,193591,99191,94400,188853,96759,92094,4738,2432,2306
1,13200,市部,1,20～24,235265,120360,114905,215335,109570,105765,19930,10790,9140
1,13200,市部,1,25～29,234348,119496,114852,213712,108132,105580,20636,11364,9272
1,13200,市部,1,30～34,229497,117625,111872,213669,108882,104787,15828,8743,7085
1,13200,市部,1,35～39,240588,123131,117457,228060,116510,111550,12528,6621,5907
1,13200,市部,1,40～44,269413,137696,131717,259773,133077,126696,9640,4619,5021
1,13200,市部,1,45～49,299986,153394,146592,292236,150027,142209,7750,3367,4383
1,13200,市部,1,50～54,349801,177222,172579,343123,174537,168586,6678,2685,3993
1,13200,市部,1,55～59,323218,165437,157781,317032,163204,153828,6186,2233,3953
1,13200,市部,1,60～64,275837,140639,135198,271040,138794,132246,4797,1845,2952
1,13200,市部,1,65～69,218976,108674,110302,216133,107552,108581,2843,1122,1721
1,13200,市部,1,70～74,216918,103079,113839,215127,102283,112844,1791,796,995
1,13200,市部,1,75～79,250200,112421,137779,249045,111903,137142,1155,518,637
1,13200,市部,1,80～84,185613,76242,109371,184953,75981,108972,660,261,399
1,13200,市部,1,85～89,126014,47413,78601,125609,47272,78337,405,141,264
1,13200,市部,1,90～94,64295,20418,43877,64143,20375,43768,152,43,109
1,13200,市部,1,95～99,17679,4070,13609,17634,4054,13580,45,16,29
1,13200,市部,1,100以上,2610,359,2251,2599,355,2244,11,4,7
1,13200,市部,1,不詳者,-,-,-,-,-,-,-,-,-
4,13201,八王子市,0,総数,558755,278890,279865,540043,269446,270597,18712,9444,9268
4,13201,八王子市,1,0～4,14458,7415,7043,14024,7198,6826,434,217,217
4,13201,八王子市,1,5～9,18801,9777,9024,18371,9549,8822,430,228,202
4,13201,八王子市,1,10～14,22470,11578,10892,22035,11341,10694,435,237,198
4,13201,八王子市,1,15～19,27477,14225,13252,26724,13843,12881,753,382,371
4,13201,八王子市,1,20～24,36164,19199,16965,32079,16912,15167,4085,2287,1798
4,13201,八王子市,1,25～29,29873,15801,14072,26640,13974,12666,3233,1827,1406
4,13201,八王子市,1,30～34,27238,14654,12584,25203,13495,11708,2035,1159,876
4,13201,八王子市,1,35～39,28586,15009,13577,27016,14146,12870,1570,863,707
4,13201,八王子市,1,40～44,32740,17036,15704,31478,16466,15012,1262,570,692
4,13201,八王子市,1,45～49,38450,19859,18591,37427,19465,17962,1023,394,629
4,13201,八王子市,1,50～54,46111,23694,22417,45103,23329,21774,1008,365,643
4,13201,八王子市,1,55～59,42604,22064,20540,41688,21725,19963,916,339,577
4,13201,八王子市,1,60～64,36742,18781,17961,36100,18551,17549,642,230,412
4,13201,八王子市,1,65～69,30594,15231,15363,30237,15096,15141,357,135,222
4,13201,八王子市,1,70～74,32364,15345,17019,32117,15237,16880,247,108,139
4,13201,八王子市,1,75～79,37656,17176,20480,37522,17120,20402,134,56,78
4,13201,八王子市,1,80～84,27540,11712,15828,27470,11685,15785,70,27,43
4,13201,八王子市,1,85～89,17858,7086,10772,17809,7075,10734,49,11,38
4,13201,八王子市,1,90～94,8442,2706,5736,8422,2700,5722,20,6,14
4,13201,八王子市,1,95～99,2220,490,1730,2212,487,1725,8,3,5
4,13201,八王子市,1,100以上,367,52,315,366,52,314,1,-,1
4,13201,八王子市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13202,立川市,0,総数,187440,92741,94699,180849,89503,91346,6591,3238,3353
4,13202,立川市,1,0～4,6010,3051,2959,5839,2959,2880,171,92,79
4,13202,立川市,1,5～9,7149,3622,3527,6989,3530,3459,160,92,68
4,13202,立川市,1,10～14,7634,3935,3699,7488,3858,3630,146,77,69
4,13202,立川市,1,15～19,7896,4006,3890,7710,3906,3804,186,100,86
4,13202,立川市,1,20～24,10429,5151,5278,9547,4679,4868,882,472,410
4,13202,立川市,1,25～29,12000,6209,5791,10860,5605,5255,1140,604,536
4,13202,立川市,1,30～34,11750,6194,5556,10815,5688,5127,935,506,429
4,13202,立川市,1,35～39,11571,6010,5561,10892,5644,5248,679,366,313
4,13202,立川市,1,40～44,12153,6333,5820,11665,6109,5556,488,224,264
4,13202,立川市,1,45～49,13398,7013,6385,12993,6850,6143,405,163,242
4,13202,立川市,1,50～54,15425,7951,7474,15053,7812,7241,372,139,233
4,13202,立川市,1,55～59,13956,7208,6748,13621,7089,6532,335,119,216
4,13202,立川市,1,60～64,11582,6003,5579,11358,5916,5442,224,87,137
4,13202,立川市,1,65～69,9011,4503,4508,8838,4426,4412,173,77,96
4,13202,立川市,1,70～74,9309,4420,4889,9185,4368,4817,124,52,72
4,13202,立川市,1,75～79,10979,4919,6060,10895,4884,6011,84,35,49
4,13202,立川市,1,80～84,8166,3294,4872,8116,3275,4841,50,19,31
4,13202,立川市,1,85～89,5531,1937,3594,5507,1927,3580,24,10,14
4,13202,立川市,1,90～94,2678,814,1864,2670,812,1858,8,2,6
4,13202,立川市,1,95～99,719,156,563,715,154,561,4,2,2
4,13202,立川市,1,100以上,94,12,82,93,12,81,1,-,1
4,13202,立川市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,0,総数,147958,70812,77146,143631,68626,75005,4327,2186,2141
4,13203,武蔵野市,1,0～4,4753,2371,2382,4649,2309,2340,104,62,42
4,13203,武蔵野市,1,5～9,5816,3053,2763,5684,2980,2704,132,73,59
4,13203,武蔵野市,1,10～14,6256,3224,3032,6137,3166,2971,119,58,61
4,13203,武蔵野市,1,15～19,6036,3088,2948,5917,3024,2893,119,64,55
4,13203,武蔵野市,1,20～24,7981,3869,4112,7393,3581,3812,588,288,300
4,13203,武蔵野市,1,25～29,9783,4859,4924,9071,4489,4582,712,370,342
4,13203,武蔵野市,1,30～34,9700,4928,4772,9140,4643,4497,560,285,275
4,13203,武蔵野市,1,35～39,9684,4833,4851,9189,4603,4586,495,230,265
4,13203,武蔵野市,1,40～44,10741,5300,5441,10324,5099,5225,417,201,216
4,13203,武蔵野市,1,45～49,11352,5524,5828,11031,5366,5665,321,158,163
4,13203,武蔵野市,1,50～54,12043,5786,6257,11825,5675,6150,218,111,107
4,13203,武蔵野市,1,55～59,10570,5124,5446,10378,5027,5351,192,97,95
4,13203,武蔵野市,1,60～64,9232,4488,4744,9097,4421,4676,135,67,68
4,13203,武蔵野市,1,65～69,7445,3586,3859,7362,3540,3822,83,46,37
4,13203,武蔵野市,1,70～74,6626,3052,3574,6572,3022,3550,54,30,24
4,13203,武蔵野市,1,75～79,7579,3375,4204,7540,3346,4194,39,29,10
4,13203,武蔵野市,1,80～84,5354,2139,3215,5330,2127,3203,24,12,12
4,13203,武蔵野市,1,85～89,3733,1343,2390,3727,1341,2386,6,2,4
4,13203,武蔵野市,1,90～94,2366,694,1672,2362,694,1668,4,-,4
4,13203,武蔵野市,1,95～99,764,152,612,761,150,611,3,2,1
4,13203,武蔵野市,1,100以上,144,24,120,142,23,119,2,1,1
4,13203,武蔵野市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,0,総数,191083,92873,98210,185864,90275,95589,5219,2598,2621
4,13204,三鷹市,1,0～4,6142,3155,2987,6028,3089,2939,114,66,48
4,13204,三鷹市,1,5～9,7874,4036,3838,7761,3980,3781,113,56,57
4,13204,三鷹市,1,10～14,8631,4433,4198,8504,4367,4137,127,66,61
4,13204,三鷹市,1,15～19,8692,4370,4322,8481,4268,4213,211,102,109
4,13204,三鷹市,1,20～24,10761,5314,5447,9941,4922,5019,820,392,428
4,13204,三鷹市,1,25～29,11687,5849,5838,10856,5427,5429,831,422,409
4,13204,三鷹市,1,30～34,11152,5621,5531,10502,5286,5216,650,335,315
4,13204,三鷹市,1,35～39,11888,5964,5924,11297,5656,5641,591,308,283
4,13204,三鷹市,1,40～44,13754,6906,6848,13344,6691,6653,410,215,195
4,13204,三鷹市,1,45～49,14865,7354,7511,14517,7182,7335,348,172,176
4,13204,三鷹市,1,50～54,15921,7949,7972,15660,7823,7837,261,126,135
4,13204,三鷹市,1,55～59,14572,7215,7357,14356,7120,7236,216,95,121
4,13204,三鷹市,1,60～64,12471,6416,6055,12258,6316,5942,213,100,113
4,13204,三鷹市,1,65～69,9293,4559,4734,9175,4505,4670,118,54,64
4,13204,三鷹市,1,70～74,8282,3942,4340,8197,3904,4293,85,38,47
